Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: AUTOBUSES, CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, CUATRICICLOS LIGEROS, FURGONETAS, MOTOCICLETAS, OTROS VEHÍCULOS, REMOLQUES, SEMIRREMOLQUES, TRACTORES INDUSTRIALES, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Andalucía/Almería;OTROS VEHÍCULOS;Gas Natural Comprimido;1
Andalucía/Almería;OTROS VEHÍCULOS;Gasolina;2864
Andalucía/Almería;OTROS VEHÍCULOS;Otros;4
Andalucía/Almería;OTROS VEHÍCULOS;Sin especificar;155
Andalucía/Almería;REMOLQUES;TOTAL;2692
Andalucía/Almería;REMOLQUES;Sin especificar;2692
Andalucía/Almería;SEMIRREMOLQUES;TOTAL;10949
Andalucía/Almería;SEMIRREMOLQUES;Sin especificar;10949
Andalucía/Almería;TRACTORES INDUSTRIALES;TOTAL;9339
Andalucía/Almería;TRACTORES INDUSTRIALES;Diesel;9339
Andalucía/Almería;TURISMOS;TOTAL;385672
Andalucía/Almería;TURISMOS;Butano;2
Andalucía/Almería;TURISMOS;Diesel;259014
Andalucía/Almería;TURISMOS;Eléctrico;282
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;497
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;4
Andalucía/Almería;TURISMOS;Gas Natural Licuado;1
Andalucía/Almería;TURISMOS;Gasolina;125853
Andalucía/Almería;TURISMOS;Otros;15
Andalucía/Almería;TURISMOS;Sin especificar;3
Andalucía/Cádiz;AUTOBUSES;TOTAL;1036
Andalucía/Cádiz;AUTOBUSES;Diesel;1025
Andalucía/Cádiz;AUTOBUSES;Gas Natural Comprimido;10
Andalucía/Cádiz;AUTOBUSES;Gasolina;1
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;47734
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;46695
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;27
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;24
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;7
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gasolina;979
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;TOTAL;5730
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Diesel;5672
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Eléctrico;4
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;14
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gasolina;37
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Otros;1
Andalucía/Cádiz;CICLOMOTORES;TOTAL;103159
Andalucía/Cádiz;CICLOMOTORES;Diesel;2482
Andalucía/Cádiz;CICLOMOTORES;Eléctrico;466
Andalucía/Cádiz;CICLOMOTORES;Gasolina;100209
Andalucía/Cádiz;CICLOMOTORES;Sin especificar;2
Andalucía/Cádiz;FURGONETAS;TOTAL;39748
Andalucía/Cádiz;FURGONETAS;Biodiesel;1
Andalucía/Cádiz;FURGONETAS;Diesel;33578
Andalucía/Cádiz;FURGONETAS;Eléctrico;42
Andalucía/Cádiz;FURGONETAS;Gas Licuado de Petroleo;44
Andalucía/Cádiz;FURGONETAS;Gas Natural Comprimido;5
Andalucía/Cádiz;FURGONETAS;Gasolina;6078
Andalucía/Cádiz;MOTOCICLETAS;TOTAL;114878
Andalucía/Cádiz;MOTOCICLETAS;Diesel;118
Andalucía/Cádiz;MOTOCICLETAS;Eléctrico;1815
Andalucía/Cádiz;MOTOCICLETAS;Gas Licuado de Petroleo;9
Andalucía/Cádiz;MOTOCICLETAS;Gasolina;112924
Andalucía/Cádiz;MOTOCICLETAS;Otros;2
Andalucía/Cádiz;MOTOCICLETAS;Sin especificar;10
Andalucía/Cádiz;OTROS VEHÍCULOS;TOTAL;10362
Andalucía/Cádiz;OTROS VEHÍCULOS;Diesel;7178
Andalucía/Cádiz;OTROS VEHÍCULOS;Eléctrico;53
Andalucía/Cádiz;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Cádiz;OTROS VEHÍCULOS;Gasolina;2918
Andalucía/Cádiz;OTROS VEHÍCULOS;Otros;2
Andalucía/Cádiz;OTROS VEHÍCULOS;Sin especificar;208
Andalucía/Cádiz;OTROS VEHÍCULOS;Solar;2
Andalucía/Cádiz;REMOLQUES;TOTAL;3793
Andalucía/Cádiz;REMOLQUES;Sin especificar;3793
Andalucía/Cádiz;SEMIRREMOLQUES;TOTAL;4292
Andalucía/Cádiz;SEMIRREMOLQUES;Sin especificar;4292
Andalucía/Cádiz;TRACTORES INDUSTRIALES;TOTAL;3190
Andalucía/Cádiz;TRACTORES INDUSTRIALES;Diesel;3190
Andalucía/Cádiz;TURISMOS;TOTAL;595090
Andalucía/Cádiz;TURISMOS;Biodiesel;2
Andalucía/Cádiz;TURISMOS;Biometano;1
Andalucía/Cádiz;TURISMOS;Butano;2
Andalucía/Cádiz;TURISMOS;Diesel;355333
Andalucía/Cádiz;TURISMOS;Eléctrico;431
Andalucía/Cádiz;TURISMOS;Etanol;1
Andalucía/Cádiz;TURISMOS;Gas Licuado de Petroleo;596
Andalucía/Cádiz;TURISMOS;Gas Natural Comprimido;73
Andalucía/Cádiz;TURISMOS;Gasolina;238637
Andalucía/Cádiz;TURISMOS;Hidrógeno;1
Andalucía/Cádiz;TURISMOS;Otros;8
Andalucía/Cádiz;TURISMOS;Sin especificar;5
Andalucía/Córdoba;AUTOBUSES;TOTAL;707
Andalucía/Córdoba;AUTOBUSES;Diesel;660
Andalucía/Córdoba;AUTOBUSES;Eléctrico;2
Andalucía/Córdoba;AUTOBUSES;Gas Natural Comprimido;43
Andalucía/Córdoba;AUTOBUSES;Gasolina;2
Andalucía/Córdoba;CAMIONES HASTA 3500kg;TOTAL;34461
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Diesel;33896
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Eléctrico;38
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;19
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gasolina;507
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;TOTAL;6521
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Diesel;6461
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;5
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gasolina;55
Andalucía/Córdoba;CICLOMOTORES;TOTAL;51329
Andalucía/Córdoba;CICLOMOTORES;Diesel;1589
Andalucía/Córdoba;CICLOMOTORES;Eléctrico;135
Andalucía/Córdoba;CICLOMOTORES;Gasolina;49602
Andalucía/Córdoba;CICLOMOTORES;Sin especificar;3
Andalucía/Córdoba;FURGONETAS;TOTAL;51649
Andalucía/Córdoba;FURGONETAS;Diesel;45473
Andalucía/Córdoba;FURGONETAS;Eléctrico;35
Andalucía/Córdoba;FURGONETAS;Gas Licuado de Petroleo;57
Andalucía/Córdoba;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Córdoba;FURGONETAS;Gasolina;6082
Andalucía/Córdoba;FURGONETAS;Otros;1
Andalucía/Córdoba;MOTOCICLETAS;TOTAL;58652
Andalucía/Córdoba;MOTOCICLETAS;Diesel;84
Andalucía/Córdoba;MOTOCICLETAS;Eléctrico;99
Andalucía/Córdoba;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Córdoba;MOTOCICLETAS;Gasolina;58462
Andalucía/Córdoba;MOTOCICLETAS;Sin especificar;4
Andalucía/Córdoba;OTROS VEHÍCULOS;TOTAL;7923
Andalucía/Córdoba;OTROS VEHÍCULOS;Diesel;5016
Andalucía/Córdoba;OTROS VEHÍCULOS;Eléctrico;88
Andalucía/Córdoba;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Córdoba;OTROS VEHÍCULOS;Gasolina;2607
Andalucía/Córdoba;OTROS VEHÍCULOS;Otros;6
Andalucía/Córdoba;OTROS VEHÍCULOS;Sin especificar;205
Andalucía/Córdoba;REMOLQUES;TOTAL;5278
Andalucía/Córdoba;REMOLQUES;Sin especificar;5278
Andalucía/Córdoba;SEMIRREMOLQUES;TOTAL;3812
Andalucía/Córdoba;SEMIRREMOLQUES;Sin especificar;3812
Andalucía/Córdoba;TRACTORES INDUSTRIALES;TOTAL;3503
Andalucía/Córdoba;TRACTORES INDUSTRIALES;Diesel;3503
Andalucía/Córdoba;TURISMOS;TOTAL;392586
Andalucía/Córdoba;TURISMOS;Biodiesel;1
Andalucía/Córdoba;TURISMOS;Butano;2
Andalucía/Córdoba;TURISMOS;Diesel;256492
Andalucía/Córdoba;TURISMOS;Eléctrico;290
Andalucía/Córdoba;TURISMOS;Gas Licuado de Petroleo;457
Andalucía/Córdoba;TURISMOS;Gas Natural Comprimido;24
Andalucía/Córdoba;TURISMOS;Gasolina;135302
Andalucía/Córdoba;TURISMOS;Otros;13
Andalucía/Córdoba;TURISMOS;Sin especificar;5
Andalucía/Granada;AUTOBUSES;TOTAL;1194
Andalucía/Granada;AUTOBUSES;Diesel;1191
Andalucía/Granada;AUTOBUSES;Gasolina;3
Andalucía/Granada;CAMIONES HASTA 3500kg;TOTAL;47049
Andalucía/Granada;CAMIONES HASTA 3500kg;Biometano;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Diesel;46103
Andalucía/Granada;CAMIONES HASTA 3500kg;Eléctrico;7
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;33
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Gasolina;904
Andalucía/Granada;CAMIONES MÁS DE 3500kg;TOTAL;6822
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Diesel;6751
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;3
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gasolina;65
Andalucía/Granada;CICLOMOTORES;TOTAL;68933
Andalucía/Granada;CICLOMOTORES;Diesel;1176
Andalucía/Granada;CICLOMOTORES;Eléctrico;185
Andalucía/Granada;CICLOMOTORES;Gasolina;67572
Andalucía/Granada;FURGONETAS;TOTAL;59537
Andalucía/Granada;FURGONETAS;Diesel;50941
Andalucía/Granada;FURGONETAS;Eléctrico;34
Andalucía/Granada;FURGONETAS;Gas Licuado de Petroleo;68
Andalucía/Granada;FURGONETAS;Gas Natural Comprimido;7
Andalucía/Granada;FURGONETAS;Gasolina;8483
Andalucía/Granada;FURGONETAS;Otros;4
Andalucía/Granada;MOTOCICLETAS;TOTAL;102179
Andalucía/Granada;MOTOCICLETAS;Diesel;103
Andalucía/Granada;MOTOCICLETAS;Eléctrico;237
Andalucía/Granada;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Granada;MOTOCICLETAS;Gasolina;101837
Andalucía/Granada;MOTOCICLETAS;Otros;1
Andalucía/Granada;OTROS VEHÍCULOS;TOTAL;9095
Andalucía/Granada;OTROS VEHÍCULOS;Butano;1
Andalucía/Granada;OTROS VEHÍCULOS;Diesel;6727
Andalucía/Granada;OTROS VEHÍCULOS;Eléctrico;41
Andalucía/Granada;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Granada;OTROS VEHÍCULOS;Gasolina;2135
Andalucía/Granada;OTROS VEHÍCULOS;Otros;9
Andalucía/Granada;OTROS VEHÍCULOS;Sin especificar;181
Andalucía/Granada;REMOLQUES;TOTAL;3249
Andalucía/Granada;REMOLQUES;Sin especificar;3249
Andalucía/Granada;SEMIRREMOLQUES;TOTAL;5009
Andalucía/Granada;SEMIRREMOLQUES;Sin especificar;5009
Andalucía/Granada;TRACTORES INDUSTRIALES;TOTAL;4407
Andalucía/Granada;TRACTORES INDUSTRIALES;Diesel;4407
Andalucía/Granada;TURISMOS;TOTAL;484419
Andalucía/Granada;TURISMOS;Biodiesel;6
Andalucía/Granada;TURISMOS;Butano;4
Andalucía/Granada;TURISMOS;Diesel;297561
Andalucía/Granada;TURISMOS;Eléctrico;442
Andalucía/Granada;TURISMOS;Gas Licuado de Petroleo;572
Andalucía/Granada;TURISMOS;Gas Natural Comprimido;66
Andalucía/Granada;TURISMOS;Gas Natural Licuado;1
Andalucía/Granada;TURISMOS;Gasolina;185745
Andalucía/Granada;TURISMOS;Hidrógeno;2
Andalucía/Granada;TURISMOS;Otros;18
Andalucía/Granada;TURISMOS;Sin especificar;2
Andalucía/Huelva;AUTOBUSES;TOTAL;765
Andalucía/Huelva;AUTOBUSES;Diesel;762
Andalucía/Huelva;AUTOBUSES;Gasolina;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;TOTAL;27531
Andalucía/Huelva;CAMIONES HASTA 3500kg;Diesel;26916
Andalucía/Huelva;CAMIONES HASTA 3500kg;Eléctrico;5
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;7
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gasolina;601
Andalucía/Huelva;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;TOTAL;3635
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Biometano;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Diesel;3612
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Gasolina;22
Andalucía/Huelva;CICLOMOTORES;TOTAL;30330
Andalucía/Huelva;CICLOMOTORES;Diesel;774
Andalucía/Huelva;CICLOMOTORES;Eléctrico;168
Andalucía/Huelva;CICLOMOTORES;Gasolina;29386
Andalucía/Huelva;CICLOMOTORES;Sin especificar;2
Andalucía/Huelva;FURGONETAS;TOTAL;21214
Andalucía/Huelva;FURGONETAS;Butano;1
Andalucía/Huelva;FURGONETAS;Diesel;17805
Andalucía/Huelva;FURGONETAS;Eléctrico;12
Andalucía/Huelva;FURGONETAS;Gas Licuado de Petroleo;8
Andalucía/Huelva;FURGONETAS;Gas Natural Comprimido;2
Andalucía/Huelva;FURGONETAS;Gasolina;3385
Andalucía/Huelva;FURGONETAS;Otros;1
Andalucía/Huelva;MOTOCICLETAS;TOTAL;31030
Andalucía/Huelva;MOTOCICLETAS;Diesel;66
Andalucía/Huelva;MOTOCICLETAS;Eléctrico;66
Andalucía/Huelva;MOTOCICLETAS;Gas Licuado de Petroleo;2
Andalucía/Huelva;MOTOCICLETAS;Gasolina;30894
Andalucía/Huelva;MOTOCICLETAS;Sin especificar;2
Andalucía/Huelva;OTROS VEHÍCULOS;TOTAL;5297
Andalucía/Huelva;OTROS VEHÍCULOS;Diesel;3206
Andalucía/Huelva;OTROS VEHÍCULOS;Eléctrico;31
Andalucía/Huelva;OTROS VEHÍCULOS;Gas Licuado de Petroleo;6
Andalucía/Huelva;OTROS VEHÍCULOS;Gasolina;1960
Andalucía/Huelva;OTROS VEHÍCULOS;Otros;2
Andalucía/Huelva;OTROS VEHÍCULOS;Sin especificar;90
Andalucía/Huelva;OTROS VEHÍCULOS;Solar;2
Andalucía/Huelva;REMOLQUES;TOTAL;3466
Andalucía/Huelva;REMOLQUES;Sin especificar;3466
Andalucía/Huelva;SEMIRREMOLQUES;TOTAL;2377
Andalucía/Huelva;SEMIRREMOLQUES;Sin especificar;2377
Andalucía/Huelva;TRACTORES INDUSTRIALES;TOTAL;2779
Andalucía/Huelva;TRACTORES INDUSTRIALES;Diesel;2779
Andalucía/Huelva;TURISMOS;TOTAL;264625
Andalucía/Huelva;TURISMOS;Butano;3
Andalucía/Huelva;TURISMOS;Diesel;168542
Andalucía/Huelva;TURISMOS;Eléctrico;155
Andalucía/Huelva;TURISMOS;Etanol;1
Andalucía/Huelva;TURISMOS;Gas Licuado de Petroleo;241
Andalucía/Huelva;TURISMOS;Gas Natural Comprimido;15
Andalucía/Huelva;TURISMOS;Gasolina;95659
Andalucía/Huelva;TURISMOS;Otros;7
Andalucía/Huelva;TURISMOS;Sin especificar;2
Andalucía/Jaén;AUTOBUSES;TOTAL;559
Andalucía/Jaén;AUTOBUSES;Biometano;1
Andalucía/Jaén;AUTOBUSES;Diesel;558
Andalucía/Jaén;CAMIONES HASTA 3500kg;TOTAL;38362
Andalucía/Jaén;CAMIONES HASTA 3500kg;Diesel;37686
Andalucía/Jaén;CAMIONES HASTA 3500kg;Eléctrico;29
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;22
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gasolina;622
Andalucía/Jaén;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;TOTAL;5260
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Diesel;5222
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gasolina;34
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Sin especificar;1
Andalucía/Jaén;CICLOMOTORES;TOTAL;41079
Andalucía/Jaén;CICLOMOTORES;Diesel;1719
Andalucía/Jaén;CICLOMOTORES;Eléctrico;120
Andalucía/Jaén;CICLOMOTORES;Gasolina;39237
Andalucía/Jaén;CICLOMOTORES;Sin especificar;3
Andalucía/Jaén;FURGONETAS;TOTAL;63959
Andalucía/Jaén;FURGONETAS;Diesel;57269
Andalucía/Jaén;FURGONETAS;Eléctrico;24
Andalucía/Jaén;FURGONETAS;Gas Licuado de Petroleo;78
Andalucía/Jaén;FURGONETAS;Gas Natural Comprimido;5
Andalucía/Jaén;FURGONETAS;Gasolina;6583
Andalucía/Jaén;MOTOCICLETAS;TOTAL;41946
Andalucía/Jaén;MOTOCICLETAS;Diesel;93
Andalucía/Jaén;MOTOCICLETAS;Eléctrico;273
Andalucía/Jaén;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Jaén;MOTOCICLETAS;Gasolina;41575
Andalucía/Jaén;MOTOCICLETAS;Otros;1
Andalucía/Jaén;MOTOCICLETAS;Sin especificar;3
Andalucía/Jaén;OTROS VEHÍCULOS;TOTAL;8544
Andalucía/Jaén;OTROS VEHÍCULOS;Biometano;1
Andalucía/Jaén;OTROS VEHÍCULOS;Diesel;4963
Andalucía/Jaén;OTROS VEHÍCULOS;Eléctrico;58
Andalucía/Jaén;OTROS VEHÍCULOS;Gas Licuado de Petroleo;4
Andalucía/Jaén;OTROS VEHÍCULOS;Gasolina;3299
Andalucía/Jaén;OTROS VEHÍCULOS;Otros;77
Andalucía/Jaén;OTROS VEHÍCULOS;Sin especificar;142
Andalucía/Jaén;REMOLQUES;TOTAL;4237
Andalucía/Jaén;REMOLQUES;Sin especificar;4237
Andalucía/Jaén;SEMIRREMOLQUES;TOTAL;3553
Andalucía/Jaén;SEMIRREMOLQUES;Sin especificar;3553
Andalucía/Jaén;TRACTORES INDUSTRIALES;TOTAL;3364
Andalucía/Jaén;TRACTORES INDUSTRIALES;Diesel;3364
Andalucía/Jaén;TURISMOS;TOTAL;306096
Andalucía/Jaén;TURISMOS;Biodiesel;2
Andalucía/Jaén;TURISMOS;Biometano;1
Andalucía/Jaén;TURISMOS;Butano;1
Andalucía/Jaén;TURISMOS;Diesel;208037
Andalucía/Jaén;TURISMOS;Eléctrico;172
Andalucía/Jaén;TURISMOS;Etanol;1
Andalucía/Jaén;TURISMOS;Gas Licuado de Petroleo;340
Andalucía/Jaén;TURISMOS;Gas Natural Comprimido;25
Andalucía/Jaén;TURISMOS;Gasolina;97510
Andalucía/Jaén;TURISMOS;Otros;6
Andalucía/Jaén;TURISMOS;Sin especificar;1
Andalucía/Málaga;AUTOBUSES;TOTAL;1789
Andalucía/Málaga;AUTOBUSES;Diesel;1780
Andalucía/Málaga;AUTOBUSES;Eléctrico;1
Andalucía/Málaga;AUTOBUSES;Gas Natural Comprimido;4
Andalucía/Málaga;AUTOBUSES;Gasolina;3
Andalucía/Málaga;AUTOBUSES;Otros;1
