Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: AUTOBUSES, CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, CUATRICICLOS LIGEROS, FURGONETAS, MOTOCICLETAS, OTROS VEHÍCULOS, REMOLQUES, SEMIRREMOLQUES, TRACTORES INDUSTRIALES, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Andalucía/Granada;MOTOCICLETAS;Diesel;99
Andalucía/Granada;MOTOCICLETAS;Eléctrico;213
Andalucía/Granada;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Granada;MOTOCICLETAS;Gasolina;101216
Andalucía/Granada;MOTOCICLETAS;Otros;1
Andalucía/Granada;OTROS VEHÍCULOS;TOTAL;9016
Andalucía/Granada;OTROS VEHÍCULOS;Butano;1
Andalucía/Granada;OTROS VEHÍCULOS;Diesel;6662
Andalucía/Granada;OTROS VEHÍCULOS;Eléctrico;40
Andalucía/Granada;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Granada;OTROS VEHÍCULOS;Gasolina;2123
Andalucía/Granada;OTROS VEHÍCULOS;Otros;9
Andalucía/Granada;OTROS VEHÍCULOS;Sin especificar;180
Andalucía/Granada;REMOLQUES;TOTAL;3219
Andalucía/Granada;REMOLQUES;Sin especificar;3219
Andalucía/Granada;SEMIRREMOLQUES;TOTAL;4976
Andalucía/Granada;SEMIRREMOLQUES;Sin especificar;4976
Andalucía/Granada;TRACTORES INDUSTRIALES;TOTAL;4397
Andalucía/Granada;TRACTORES INDUSTRIALES;Diesel;4397
Andalucía/Granada;TURISMOS;TOTAL;482970
Andalucía/Granada;TURISMOS;Biodiesel;6
Andalucía/Granada;TURISMOS;Butano;4
Andalucía/Granada;TURISMOS;Diesel;297008
Andalucía/Granada;TURISMOS;Eléctrico;398
Andalucía/Granada;TURISMOS;Gas Licuado de Petroleo;553
Andalucía/Granada;TURISMOS;Gas Natural Comprimido;53
Andalucía/Granada;TURISMOS;Gas Natural Licuado;1
Andalucía/Granada;TURISMOS;Gasolina;184926
Andalucía/Granada;TURISMOS;Hidrógeno;1
Andalucía/Granada;TURISMOS;Otros;18
Andalucía/Granada;TURISMOS;Sin especificar;2
Andalucía/Huelva;AUTOBUSES;TOTAL;758
Andalucía/Huelva;AUTOBUSES;Diesel;755
Andalucía/Huelva;AUTOBUSES;Gasolina;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;TOTAL;27584
Andalucía/Huelva;CAMIONES HASTA 3500kg;Diesel;26966
Andalucía/Huelva;CAMIONES HASTA 3500kg;Eléctrico;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;6
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gasolina;607
Andalucía/Huelva;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;TOTAL;3623
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Biometano;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Diesel;3600
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Gasolina;22
Andalucía/Huelva;CICLOMOTORES;TOTAL;30303
Andalucía/Huelva;CICLOMOTORES;Diesel;772
Andalucía/Huelva;CICLOMOTORES;Eléctrico;157
Andalucía/Huelva;CICLOMOTORES;Gasolina;29372
Andalucía/Huelva;CICLOMOTORES;Sin especificar;2
Andalucía/Huelva;FURGONETAS;TOTAL;21063
Andalucía/Huelva;FURGONETAS;Butano;1
Andalucía/Huelva;FURGONETAS;Diesel;17656
Andalucía/Huelva;FURGONETAS;Eléctrico;11
Andalucía/Huelva;FURGONETAS;Gas Licuado de Petroleo;8
Andalucía/Huelva;FURGONETAS;Gas Natural Comprimido;2
Andalucía/Huelva;FURGONETAS;Gasolina;3384
Andalucía/Huelva;FURGONETAS;Otros;1
Andalucía/Huelva;MOTOCICLETAS;TOTAL;30678
Andalucía/Huelva;MOTOCICLETAS;Diesel;65
Andalucía/Huelva;MOTOCICLETAS;Eléctrico;61
Andalucía/Huelva;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Huelva;MOTOCICLETAS;Gasolina;30547
Andalucía/Huelva;MOTOCICLETAS;Sin especificar;2
Andalucía/Huelva;OTROS VEHÍCULOS;TOTAL;5245
Andalucía/Huelva;OTROS VEHÍCULOS;Diesel;3166
Andalucía/Huelva;OTROS VEHÍCULOS;Eléctrico;28
Andalucía/Huelva;OTROS VEHÍCULOS;Gas Licuado de Petroleo;5
Andalucía/Huelva;OTROS VEHÍCULOS;Gasolina;1954
Andalucía/Huelva;OTROS VEHÍCULOS;Otros;2
Andalucía/Huelva;OTROS VEHÍCULOS;Sin especificar;88
Andalucía/Huelva;OTROS VEHÍCULOS;Solar;2
Andalucía/Huelva;REMOLQUES;TOTAL;3430
Andalucía/Huelva;REMOLQUES;Sin especificar;3430
Andalucía/Huelva;SEMIRREMOLQUES;TOTAL;2365
Andalucía/Huelva;SEMIRREMOLQUES;Sin especificar;2365
Andalucía/Huelva;TRACTORES INDUSTRIALES;TOTAL;2779
Andalucía/Huelva;TRACTORES INDUSTRIALES;Diesel;2779
Andalucía/Huelva;TURISMOS;TOTAL;263556
Andalucía/Huelva;TURISMOS;Butano;3
Andalucía/Huelva;TURISMOS;Diesel;167972
Andalucía/Huelva;TURISMOS;Eléctrico;139
Andalucía/Huelva;TURISMOS;Etanol;1
Andalucía/Huelva;TURISMOS;Gas Licuado de Petroleo;231
Andalucía/Huelva;TURISMOS;Gas Natural Comprimido;14
Andalucía/Huelva;TURISMOS;Gasolina;95187
Andalucía/Huelva;TURISMOS;Otros;7
Andalucía/Huelva;TURISMOS;Sin especificar;2
Andalucía/Jaén;AUTOBUSES;TOTAL;556
Andalucía/Jaén;AUTOBUSES;Biometano;1
Andalucía/Jaén;AUTOBUSES;Diesel;555
Andalucía/Jaén;CAMIONES HASTA 3500kg;TOTAL;38387
Andalucía/Jaén;CAMIONES HASTA 3500kg;Diesel;37708
Andalucía/Jaén;CAMIONES HASTA 3500kg;Eléctrico;29
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;18
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gasolina;629
Andalucía/Jaén;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;TOTAL;5259
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Diesel;5220
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gasolina;35
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Sin especificar;1
Andalucía/Jaén;CICLOMOTORES;TOTAL;41199
Andalucía/Jaén;CICLOMOTORES;Diesel;1715
Andalucía/Jaén;CICLOMOTORES;Eléctrico;111
Andalucía/Jaén;CICLOMOTORES;Gasolina;39370
Andalucía/Jaén;CICLOMOTORES;Sin especificar;3
Andalucía/Jaén;FURGONETAS;TOTAL;63925
Andalucía/Jaén;FURGONETAS;Diesel;57208
Andalucía/Jaén;FURGONETAS;Eléctrico;24
Andalucía/Jaén;FURGONETAS;Gas Licuado de Petroleo;74
Andalucía/Jaén;FURGONETAS;Gas Natural Comprimido;5
Andalucía/Jaén;FURGONETAS;Gasolina;6614
Andalucía/Jaén;MOTOCICLETAS;TOTAL;41561
Andalucía/Jaén;MOTOCICLETAS;Diesel;90
Andalucía/Jaén;MOTOCICLETAS;Eléctrico;266
Andalucía/Jaén;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Jaén;MOTOCICLETAS;Gasolina;41200
Andalucía/Jaén;MOTOCICLETAS;Otros;1
Andalucía/Jaén;MOTOCICLETAS;Sin especificar;3
Andalucía/Jaén;OTROS VEHÍCULOS;TOTAL;8521
Andalucía/Jaén;OTROS VEHÍCULOS;Biometano;1
Andalucía/Jaén;OTROS VEHÍCULOS;Diesel;4942
Andalucía/Jaén;OTROS VEHÍCULOS;Eléctrico;56
Andalucía/Jaén;OTROS VEHÍCULOS;Gas Licuado de Petroleo;3
Andalucía/Jaén;OTROS VEHÍCULOS;Gasolina;3300
Andalucía/Jaén;OTROS VEHÍCULOS;Otros;77
Andalucía/Jaén;OTROS VEHÍCULOS;Sin especificar;142
Andalucía/Jaén;REMOLQUES;TOTAL;4199
Andalucía/Jaén;REMOLQUES;Sin especificar;4199
Andalucía/Jaén;SEMIRREMOLQUES;TOTAL;3546
Andalucía/Jaén;SEMIRREMOLQUES;Sin especificar;3546
Andalucía/Jaén;TRACTORES INDUSTRIALES;TOTAL;3356
Andalucía/Jaén;TRACTORES INDUSTRIALES;Diesel;3356
Andalucía/Jaén;TURISMOS;TOTAL;305090
Andalucía/Jaén;TURISMOS;Biodiesel;2
Andalucía/Jaén;TURISMOS;Biometano;1
Andalucía/Jaén;TURISMOS;Butano;1
Andalucía/Jaén;TURISMOS;Diesel;207395
Andalucía/Jaén;TURISMOS;Eléctrico;153
Andalucía/Jaén;TURISMOS;Etanol;1
Andalucía/Jaén;TURISMOS;Gas Licuado de Petroleo;332
Andalucía/Jaén;TURISMOS;Gas Natural Comprimido;20
Andalucía/Jaén;TURISMOS;Gasolina;97178
Andalucía/Jaén;TURISMOS;Otros;6
Andalucía/Jaén;TURISMOS;Sin especificar;1
Andalucía/Málaga;AUTOBUSES;TOTAL;1783
Andalucía/Málaga;AUTOBUSES;Diesel;1774
Andalucía/Málaga;AUTOBUSES;Eléctrico;1
Andalucía/Málaga;AUTOBUSES;Gas Natural Comprimido;4
Andalucía/Málaga;AUTOBUSES;Gasolina;3
Andalucía/Málaga;AUTOBUSES;Otros;1
Andalucía/Málaga;CAMIONES HASTA 3500kg;TOTAL;73344
Andalucía/Málaga;CAMIONES HASTA 3500kg;Diesel;71404
