Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: AUTOBUSES, CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, CUATRICICLOS LIGEROS, FURGONETAS, MOTOCICLETAS, OTROS VEHÍCULOS, REMOLQUES, SEMIRREMOLQUES, TRACTORES INDUSTRIALES, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Andalucía/Almería;FURGONETAS;Gas Licuado de Petroleo;48
Andalucía/Almería;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Almería;FURGONETAS;Gasolina;5679
Andalucía/Almería;FURGONETAS;Sin especificar;2
Andalucía/Almería;MOTOCICLETAS;TOTAL;49945
Andalucía/Almería;MOTOCICLETAS;Diesel;101
Andalucía/Almería;MOTOCICLETAS;Eléctrico;121
Andalucía/Almería;MOTOCICLETAS;Gasolina;49719
Andalucía/Almería;MOTOCICLETAS;Sin especificar;4
Andalucía/Almería;OTROS VEHÍCULOS;TOTAL;9332
Andalucía/Almería;OTROS VEHÍCULOS;Diesel;6231
Andalucía/Almería;OTROS VEHÍCULOS;Eléctrico;40
Andalucía/Almería;OTROS VEHÍCULOS;Gas Licuado de Petroleo;4
Andalucía/Almería;OTROS VEHÍCULOS;Gas Natural Comprimido;1
Andalucía/Almería;OTROS VEHÍCULOS;Gasolina;2891
Andalucía/Almería;OTROS VEHÍCULOS;Otros;4
Andalucía/Almería;OTROS VEHÍCULOS;Sin especificar;161
Andalucía/Almería;REMOLQUES;TOTAL;2798
Andalucía/Almería;REMOLQUES;Sin especificar;2798
Andalucía/Almería;SEMIRREMOLQUES;TOTAL;11134
Andalucía/Almería;SEMIRREMOLQUES;Sin especificar;11134
Andalucía/Almería;TRACTORES INDUSTRIALES;TOTAL;9331
Andalucía/Almería;TRACTORES INDUSTRIALES;Diesel;9331
Andalucía/Almería;TURISMOS;TOTAL;388253
Andalucía/Almería;TURISMOS;Butano;3
Andalucía/Almería;TURISMOS;Diesel;259803
Andalucía/Almería;TURISMOS;Eléctrico;373
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;638
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;7
Andalucía/Almería;TURISMOS;Gas Natural Licuado;1
Andalucía/Almería;TURISMOS;Gasolina;127408
Andalucía/Almería;TURISMOS;Otros;16
Andalucía/Almería;TURISMOS;Sin especificar;3
Andalucía/Cádiz;AUTOBUSES;TOTAL;1047
Andalucía/Cádiz;AUTOBUSES;Diesel;1036
Andalucía/Cádiz;AUTOBUSES;Gas Natural Comprimido;10
Andalucía/Cádiz;AUTOBUSES;Gasolina;1
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;47249
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;46213
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;30
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;28
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;9
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gasolina;967
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;TOTAL;5756
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Diesel;5699
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Eléctrico;4
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;14
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gasolina;36
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Otros;1
Andalucía/Cádiz;CICLOMOTORES;TOTAL;102644
Andalucía/Cádiz;CICLOMOTORES;Diesel;2485
Andalucía/Cádiz;CICLOMOTORES;Eléctrico;563
Andalucía/Cádiz;CICLOMOTORES;Gasolina;99592
Andalucía/Cádiz;CICLOMOTORES;Sin especificar;4
Andalucía/Cádiz;FURGONETAS;TOTAL;40347
Andalucía/Cádiz;FURGONETAS;Biodiesel;1
Andalucía/Cádiz;FURGONETAS;Diesel;34111
Andalucía/Cádiz;FURGONETAS;Eléctrico;54
Andalucía/Cádiz;FURGONETAS;Gas Licuado de Petroleo;47
Andalucía/Cádiz;FURGONETAS;Gas Natural Comprimido;4
Andalucía/Cádiz;FURGONETAS;Gasolina;6130
Andalucía/Cádiz;MOTOCICLETAS;TOTAL;117555
Andalucía/Cádiz;MOTOCICLETAS;Diesel;127
Andalucía/Cádiz;MOTOCICLETAS;Eléctrico;1911
Andalucía/Cádiz;MOTOCICLETAS;Gas Licuado de Petroleo;8
Andalucía/Cádiz;MOTOCICLETAS;Gasolina;115497
Andalucía/Cádiz;MOTOCICLETAS;Otros;2
Andalucía/Cádiz;MOTOCICLETAS;Sin especificar;10
Andalucía/Cádiz;OTROS VEHÍCULOS;TOTAL;10638
Andalucía/Cádiz;OTROS VEHÍCULOS;Diesel;7415
Andalucía/Cádiz;OTROS VEHÍCULOS;Eléctrico;55
Andalucía/Cádiz;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Cádiz;OTROS VEHÍCULOS;Gasolina;2954
Andalucía/Cádiz;OTROS VEHÍCULOS;Otros;2
Andalucía/Cádiz;OTROS VEHÍCULOS;Sin especificar;209
Andalucía/Cádiz;OTROS VEHÍCULOS;Solar;2
Andalucía/Cádiz;REMOLQUES;TOTAL;3886
Andalucía/Cádiz;REMOLQUES;Sin especificar;3886
Andalucía/Cádiz;SEMIRREMOLQUES;TOTAL;4290
Andalucía/Cádiz;SEMIRREMOLQUES;Sin especificar;4290
Andalucía/Cádiz;TRACTORES INDUSTRIALES;TOTAL;3245
Andalucía/Cádiz;TRACTORES INDUSTRIALES;Diesel;3245
Andalucía/Cádiz;TURISMOS;TOTAL;597640
Andalucía/Cádiz;TURISMOS;Biodiesel;2
Andalucía/Cádiz;TURISMOS;Biometano;1
Andalucía/Cádiz;TURISMOS;Butano;2
Andalucía/Cádiz;TURISMOS;Diesel;355534
Andalucía/Cádiz;TURISMOS;Eléctrico;572
Andalucía/Cádiz;TURISMOS;Etanol;1
Andalucía/Cádiz;TURISMOS;Gas Licuado de Petroleo;828
Andalucía/Cádiz;TURISMOS;Gas Natural Comprimido;65
Andalucía/Cádiz;TURISMOS;Gas Natural Licuado;1
Andalucía/Cádiz;TURISMOS;Gasolina;240619
Andalucía/Cádiz;TURISMOS;Hidrógeno;1
Andalucía/Cádiz;TURISMOS;Otros;8
Andalucía/Cádiz;TURISMOS;Sin especificar;6
Andalucía/Córdoba;AUTOBUSES;TOTAL;706
Andalucía/Córdoba;AUTOBUSES;Diesel;660
Andalucía/Córdoba;AUTOBUSES;Eléctrico;1
Andalucía/Córdoba;AUTOBUSES;Gas Natural Comprimido;43
Andalucía/Córdoba;AUTOBUSES;Gasolina;2
Andalucía/Córdoba;CAMIONES HASTA 3500kg;TOTAL;34277
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Diesel;33703
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Eléctrico;48
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;22
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gasolina;503
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;TOTAL;6490
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Diesel;6430
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;5
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gasolina;55
Andalucía/Córdoba;CICLOMOTORES;TOTAL;51136
Andalucía/Córdoba;CICLOMOTORES;Diesel;1628
Andalucía/Córdoba;CICLOMOTORES;Eléctrico;163
Andalucía/Córdoba;CICLOMOTORES;Gasolina;49342
Andalucía/Córdoba;CICLOMOTORES;Sin especificar;3
Andalucía/Córdoba;FURGONETAS;TOTAL;51684
Andalucía/Córdoba;FURGONETAS;Diesel;45534
Andalucía/Córdoba;FURGONETAS;Eléctrico;48
Andalucía/Córdoba;FURGONETAS;Gas Licuado de Petroleo;66
Andalucía/Córdoba;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Córdoba;FURGONETAS;Gasolina;6035
Andalucía/Córdoba;MOTOCICLETAS;TOTAL;59689
Andalucía/Córdoba;MOTOCICLETAS;Diesel;91
Andalucía/Córdoba;MOTOCICLETAS;Eléctrico;138
Andalucía/Córdoba;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Córdoba;MOTOCICLETAS;Gasolina;59453
Andalucía/Córdoba;MOTOCICLETAS;Sin especificar;4
Andalucía/Córdoba;OTROS VEHÍCULOS;TOTAL;8029
Andalucía/Córdoba;OTROS VEHÍCULOS;Diesel;5081
Andalucía/Córdoba;OTROS VEHÍCULOS;Eléctrico;93
Andalucía/Córdoba;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Córdoba;OTROS VEHÍCULOS;Gasolina;2642
Andalucía/Córdoba;OTROS VEHÍCULOS;Otros;6
Andalucía/Córdoba;OTROS VEHÍCULOS;Sin especificar;206
Andalucía/Córdoba;REMOLQUES;TOTAL;5366
Andalucía/Córdoba;REMOLQUES;Sin especificar;5366
Andalucía/Córdoba;SEMIRREMOLQUES;TOTAL;3807
Andalucía/Córdoba;SEMIRREMOLQUES;Sin especificar;3807
Andalucía/Córdoba;TRACTORES INDUSTRIALES;TOTAL;3483
Andalucía/Córdoba;TRACTORES INDUSTRIALES;Diesel;3483
Andalucía/Córdoba;TURISMOS;TOTAL;394152
Andalucía/Córdoba;TURISMOS;Biodiesel;1
Andalucía/Córdoba;TURISMOS;Butano;2
Andalucía/Córdoba;TURISMOS;Diesel;257267
Andalucía/Córdoba;TURISMOS;Eléctrico;398
Andalucía/Córdoba;TURISMOS;Gas Licuado de Petroleo;573
Andalucía/Córdoba;TURISMOS;Gas Natural Comprimido;28
Andalucía/Córdoba;TURISMOS;Gasolina;135866
Andalucía/Córdoba;TURISMOS;Otros;12
Andalucía/Córdoba;TURISMOS;Sin especificar;5
Andalucía/Granada;AUTOBUSES;TOTAL;1202
Andalucía/Granada;AUTOBUSES;Diesel;1199
Andalucía/Granada;AUTOBUSES;Gasolina;3
Andalucía/Granada;CAMIONES HASTA 3500kg;TOTAL;46949
Andalucía/Granada;CAMIONES HASTA 3500kg;Biometano;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Diesel;45990
Andalucía/Granada;CAMIONES HASTA 3500kg;Eléctrico;7
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;43
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Gasolina;907
Andalucía/Granada;CAMIONES MÁS DE 3500kg;TOTAL;6879
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Diesel;6806
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;4
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gasolina;66
Andalucía/Granada;CICLOMOTORES;TOTAL;68520
Andalucía/Granada;CICLOMOTORES;Diesel;1198
Andalucía/Granada;CICLOMOTORES;Eléctrico;211
Andalucía/Granada;CICLOMOTORES;Gasolina;67111
Andalucía/Granada;FURGONETAS;TOTAL;59744
Andalucía/Granada;FURGONETAS;Diesel;51179
Andalucía/Granada;FURGONETAS;Eléctrico;39
Andalucía/Granada;FURGONETAS;Gas Licuado de Petroleo;74
Andalucía/Granada;FURGONETAS;Gas Natural Comprimido;8
Andalucía/Granada;FURGONETAS;Gasolina;8440
Andalucía/Granada;FURGONETAS;Otros;4
Andalucía/Granada;MOTOCICLETAS;TOTAL;103709
Andalucía/Granada;MOTOCICLETAS;Diesel;111
Andalucía/Granada;MOTOCICLETAS;Eléctrico;277
Andalucía/Granada;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Granada;MOTOCICLETAS;Gasolina;103317
Andalucía/Granada;MOTOCICLETAS;Otros;2
Andalucía/Granada;MOTOCICLETAS;Sin especificar;1
Andalucía/Granada;OTROS VEHÍCULOS;TOTAL;9255
Andalucía/Granada;OTROS VEHÍCULOS;Butano;1
Andalucía/Granada;OTROS VEHÍCULOS;Diesel;6875
Andalucía/Granada;OTROS VEHÍCULOS;Eléctrico;42
Andalucía/Granada;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Granada;OTROS VEHÍCULOS;Gasolina;2147
Andalucía/Granada;OTROS VEHÍCULOS;Otros;10
Andalucía/Granada;OTROS VEHÍCULOS;Sin especificar;179
Andalucía/Granada;REMOLQUES;TOTAL;3325
Andalucía/Granada;REMOLQUES;Sin especificar;3325
Andalucía/Granada;SEMIRREMOLQUES;TOTAL;5105
Andalucía/Granada;SEMIRREMOLQUES;Sin especificar;5105
Andalucía/Granada;TRACTORES INDUSTRIALES;TOTAL;4483
Andalucía/Granada;TRACTORES INDUSTRIALES;Diesel;4483
Andalucía/Granada;TURISMOS;TOTAL;486070
Andalucía/Granada;TURISMOS;Biodiesel;6
Andalucía/Granada;TURISMOS;Biometano;1
Andalucía/Granada;TURISMOS;Butano;6
Andalucía/Granada;TURISMOS;Diesel;297666
Andalucía/Granada;TURISMOS;Eléctrico;570
Andalucía/Granada;TURISMOS;Gas Licuado de Petroleo;743
Andalucía/Granada;TURISMOS;Gas Natural Comprimido;63
Andalucía/Granada;TURISMOS;Gas Natural Licuado;1
Andalucía/Granada;TURISMOS;Gasolina;186991
Andalucía/Granada;TURISMOS;Hidrógeno;2
Andalucía/Granada;TURISMOS;Otros;17
Andalucía/Granada;TURISMOS;Sin especificar;4
Andalucía/Huelva;AUTOBUSES;TOTAL;777
Andalucía/Huelva;AUTOBUSES;Diesel;774
Andalucía/Huelva;AUTOBUSES;Gasolina;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;TOTAL;27264
Andalucía/Huelva;CAMIONES HASTA 3500kg;Diesel;26663
Andalucía/Huelva;CAMIONES HASTA 3500kg;Eléctrico;5
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;7
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gasolina;587
Andalucía/Huelva;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;TOTAL;3655
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Biometano;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Diesel;3633
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Gasolina;21
Andalucía/Huelva;CICLOMOTORES;TOTAL;30243
Andalucía/Huelva;CICLOMOTORES;Diesel;766
Andalucía/Huelva;CICLOMOTORES;Eléctrico;197
Andalucía/Huelva;CICLOMOTORES;Gasolina;29276
Andalucía/Huelva;CICLOMOTORES;Sin especificar;4
Andalucía/Huelva;FURGONETAS;TOTAL;21488
Andalucía/Huelva;FURGONETAS;Butano;1
Andalucía/Huelva;FURGONETAS;Diesel;18076
Andalucía/Huelva;FURGONETAS;Eléctrico;13
Andalucía/Huelva;FURGONETAS;Gas Licuado de Petroleo;9
Andalucía/Huelva;FURGONETAS;Gas Natural Comprimido;2
Andalucía/Huelva;FURGONETAS;Gasolina;3386
Andalucía/Huelva;FURGONETAS;Otros;1
Andalucía/Huelva;MOTOCICLETAS;TOTAL;31823
Andalucía/Huelva;MOTOCICLETAS;Diesel;70
Andalucía/Huelva;MOTOCICLETAS;Eléctrico;79
Andalucía/Huelva;MOTOCICLETAS;Gas Licuado de Petroleo;2
Andalucía/Huelva;MOTOCICLETAS;Gasolina;31670
Andalucía/Huelva;MOTOCICLETAS;Sin especificar;2
Andalucía/Huelva;OTROS VEHÍCULOS;TOTAL;5421
Andalucía/Huelva;OTROS VEHÍCULOS;Diesel;3298
Andalucía/Huelva;OTROS VEHÍCULOS;Eléctrico;32
Andalucía/Huelva;OTROS VEHÍCULOS;Gas Licuado de Petroleo;6
Andalucía/Huelva;OTROS VEHÍCULOS;Gasolina;1993
Andalucía/Huelva;OTROS VEHÍCULOS;Otros;2
Andalucía/Huelva;OTROS VEHÍCULOS;Sin especificar;88
Andalucía/Huelva;OTROS VEHÍCULOS;Solar;2
Andalucía/Huelva;REMOLQUES;TOTAL;3571
Andalucía/Huelva;REMOLQUES;Sin especificar;3571
Andalucía/Huelva;SEMIRREMOLQUES;TOTAL;2364
Andalucía/Huelva;SEMIRREMOLQUES;Sin especificar;2364
Andalucía/Huelva;TRACTORES INDUSTRIALES;TOTAL;2808
Andalucía/Huelva;TRACTORES INDUSTRIALES;Diesel;2808
Andalucía/Huelva;TURISMOS;TOTAL;266159
Andalucía/Huelva;TURISMOS;Butano;2
Andalucía/Huelva;TURISMOS;Diesel;169442
Andalucía/Huelva;TURISMOS;Eléctrico;206
Andalucía/Huelva;TURISMOS;Etanol;1
Andalucía/Huelva;TURISMOS;Gas Licuado de Petroleo;302
Andalucía/Huelva;TURISMOS;Gas Natural Comprimido;17
Andalucía/Huelva;TURISMOS;Gasolina;96181
Andalucía/Huelva;TURISMOS;Otros;6
Andalucía/Huelva;TURISMOS;Sin especificar;2
Andalucía/Jaén;AUTOBUSES;TOTAL;584
Andalucía/Jaén;AUTOBUSES;Biometano;1
Andalucía/Jaén;AUTOBUSES;Diesel;583
Andalucía/Jaén;CAMIONES HASTA 3500kg;TOTAL;38112
Andalucía/Jaén;CAMIONES HASTA 3500kg;Diesel;37441
Andalucía/Jaén;CAMIONES HASTA 3500kg;Eléctrico;30
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;22
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gasolina;616
Andalucía/Jaén;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;TOTAL;5269
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Diesel;5230
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;2
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gasolina;34
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Sin especificar;1
Andalucía/Jaén;CICLOMOTORES;TOTAL;40809
Andalucía/Jaén;CICLOMOTORES;Diesel;1710
Andalucía/Jaén;CICLOMOTORES;Eléctrico;125
Andalucía/Jaén;CICLOMOTORES;Gasolina;38971
Andalucía/Jaén;CICLOMOTORES;Sin especificar;3
Andalucía/Jaén;FURGONETAS;TOTAL;63973
Andalucía/Jaén;FURGONETAS;Diesel;57358
Andalucía/Jaén;FURGONETAS;Eléctrico;26
Andalucía/Jaén;FURGONETAS;Gas Licuado de Petroleo;80
Andalucía/Jaén;FURGONETAS;Gas Natural Comprimido;5
Andalucía/Jaén;FURGONETAS;Gasolina;6504
Andalucía/Jaén;MOTOCICLETAS;TOTAL;42613
Andalucía/Jaén;MOTOCICLETAS;Diesel;97
Andalucía/Jaén;MOTOCICLETAS;Eléctrico;280
Andalucía/Jaén;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Jaén;MOTOCICLETAS;Gasolina;42231
Andalucía/Jaén;MOTOCICLETAS;Otros;1
Andalucía/Jaén;MOTOCICLETAS;Sin especificar;3
Andalucía/Jaén;OTROS VEHÍCULOS;TOTAL;8563
Andalucía/Jaén;OTROS VEHÍCULOS;Diesel;5018
Andalucía/Jaén;OTROS VEHÍCULOS;Eléctrico;61
Andalucía/Jaén;OTROS VEHÍCULOS;Gas Licuado de Petroleo;3
Andalucía/Jaén;OTROS VEHÍCULOS;Gasolina;3261
Andalucía/Jaén;OTROS VEHÍCULOS;Otros;77
Andalucía/Jaén;OTROS VEHÍCULOS;Sin especificar;143
Andalucía/Jaén;REMOLQUES;TOTAL;4335
Andalucía/Jaén;REMOLQUES;Sin especificar;4335
Andalucía/Jaén;SEMIRREMOLQUES;TOTAL;3546
Andalucía/Jaén;SEMIRREMOLQUES;Sin especificar;3546
Andalucía/Jaén;TRACTORES INDUSTRIALES;TOTAL;3387
Andalucía/Jaén;TRACTORES INDUSTRIALES;Diesel;3387
Andalucía/Jaén;TURISMOS;TOTAL;307504
Andalucía/Jaén;TURISMOS;Biodiesel;2
Andalucía/Jaén;TURISMOS;Biometano;1
Andalucía/Jaén;TURISMOS;Butano;1
Andalucía/Jaén;TURISMOS;Diesel;208759
Andalucía/Jaén;TURISMOS;Eléctrico;218
Andalucía/Jaén;TURISMOS;Etanol;1
Andalucía/Jaén;TURISMOS;Gas Licuado de Petroleo;415
Andalucía/Jaén;TURISMOS;Gas Natural Comprimido;21
Andalucía/Jaén;TURISMOS;Gasolina;98081
Andalucía/Jaén;TURISMOS;Otros;5
Andalucía/Málaga;AUTOBUSES;TOTAL;1848
Andalucía/Málaga;AUTOBUSES;Diesel;1839
Andalucía/Málaga;AUTOBUSES;Eléctrico;1
Andalucía/Málaga;AUTOBUSES;Gas Natural Comprimido;4
Andalucía/Málaga;AUTOBUSES;Gasolina;3
Andalucía/Málaga;AUTOBUSES;Otros;1
Andalucía/Málaga;CAMIONES HASTA 3500kg;TOTAL;72934
