Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: AUTOBUSES, CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, CUATRICICLOS LIGEROS, FURGONETAS, MOTOCICLETAS, OTROS VEHÍCULOS, REMOLQUES, SEMIRREMOLQUES, TRACTORES INDUSTRIALES, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Andalucía/Almería;FURGONETAS;Gas Licuado de Petroleo;46
Andalucía/Almería;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Almería;FURGONETAS;Gasolina;5686
Andalucía/Almería;FURGONETAS;Sin especificar;2
Andalucía/Almería;MOTOCICLETAS;TOTAL;50097
Andalucía/Almería;MOTOCICLETAS;Diesel;103
Andalucía/Almería;MOTOCICLETAS;Eléctrico;125
Andalucía/Almería;MOTOCICLETAS;Gasolina;49865
Andalucía/Almería;MOTOCICLETAS;Sin especificar;4
Andalucía/Almería;OTROS VEHÍCULOS;TOTAL;9366
Andalucía/Almería;OTROS VEHÍCULOS;Diesel;6263
Andalucía/Almería;OTROS VEHÍCULOS;Eléctrico;40
Andalucía/Almería;OTROS VEHÍCULOS;Gas Licuado de Petroleo;4
Andalucía/Almería;OTROS VEHÍCULOS;Gas Natural Comprimido;1
Andalucía/Almería;OTROS VEHÍCULOS;Gasolina;2892
Andalucía/Almería;OTROS VEHÍCULOS;Otros;4
Andalucía/Almería;OTROS VEHÍCULOS;Sin especificar;162
Andalucía/Almería;REMOLQUES;TOTAL;2809
Andalucía/Almería;REMOLQUES;Sin especificar;2809
Andalucía/Almería;SEMIRREMOLQUES;TOTAL;11224
Andalucía/Almería;SEMIRREMOLQUES;Sin especificar;11224
Andalucía/Almería;TRACTORES INDUSTRIALES;TOTAL;9418
Andalucía/Almería;TRACTORES INDUSTRIALES;Diesel;9418
Andalucía/Almería;TURISMOS;TOTAL;388532
Andalucía/Almería;TURISMOS;Butano;3
Andalucía/Almería;TURISMOS;Diesel;259713
Andalucía/Almería;TURISMOS;Eléctrico;392
Andalucía/Almería;TURISMOS;Etanol;1
Andalucía/Almería;TURISMOS;Gas Licuado de Petroleo;646
Andalucía/Almería;TURISMOS;Gas Natural Comprimido;7
Andalucía/Almería;TURISMOS;Gasolina;127751
Andalucía/Almería;TURISMOS;Otros;16
Andalucía/Almería;TURISMOS;Sin especificar;3
Andalucía/Cádiz;AUTOBUSES;TOTAL;1048
Andalucía/Cádiz;AUTOBUSES;Diesel;1037
Andalucía/Cádiz;AUTOBUSES;Gas Natural Comprimido;10
Andalucía/Cádiz;AUTOBUSES;Gasolina;1
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;47135
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;46097
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;30
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;28
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;9
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gasolina;969
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;TOTAL;5765
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Diesel;5708
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Eléctrico;4
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;14
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gasolina;36
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Otros;1
Andalucía/Cádiz;CICLOMOTORES;TOTAL;102517
Andalucía/Cádiz;CICLOMOTORES;Diesel;2483
Andalucía/Cádiz;CICLOMOTORES;Eléctrico;572
Andalucía/Cádiz;CICLOMOTORES;Gasolina;99458
Andalucía/Cádiz;CICLOMOTORES;Sin especificar;4
Andalucía/Cádiz;FURGONETAS;TOTAL;40401
Andalucía/Cádiz;FURGONETAS;Biodiesel;1
Andalucía/Cádiz;FURGONETAS;Diesel;34170
Andalucía/Cádiz;FURGONETAS;Eléctrico;53
Andalucía/Cádiz;FURGONETAS;Gas Licuado de Petroleo;47
Andalucía/Cádiz;FURGONETAS;Gas Natural Comprimido;4
Andalucía/Cádiz;FURGONETAS;Gasolina;6126
Andalucía/Cádiz;MOTOCICLETAS;TOTAL;117969
Andalucía/Cádiz;MOTOCICLETAS;Diesel;127
Andalucía/Cádiz;MOTOCICLETAS;Eléctrico;1866
Andalucía/Cádiz;MOTOCICLETAS;Gas Licuado de Petroleo;9
Andalucía/Cádiz;MOTOCICLETAS;Gasolina;115955
Andalucía/Cádiz;MOTOCICLETAS;Otros;2
Andalucía/Cádiz;MOTOCICLETAS;Sin especificar;10
Andalucía/Cádiz;OTROS VEHÍCULOS;TOTAL;10672
Andalucía/Cádiz;OTROS VEHÍCULOS;Diesel;7447
Andalucía/Cádiz;OTROS VEHÍCULOS;Eléctrico;55
Andalucía/Cádiz;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Cádiz;OTROS VEHÍCULOS;Gasolina;2957
Andalucía/Cádiz;OTROS VEHÍCULOS;Otros;2
Andalucía/Cádiz;OTROS VEHÍCULOS;Sin especificar;208
Andalucía/Cádiz;OTROS VEHÍCULOS;Solar;2
Andalucía/Cádiz;REMOLQUES;TOTAL;3934
Andalucía/Cádiz;REMOLQUES;Sin especificar;3934
Andalucía/Cádiz;SEMIRREMOLQUES;TOTAL;4297
Andalucía/Cádiz;SEMIRREMOLQUES;Sin especificar;4297
Andalucía/Cádiz;TRACTORES INDUSTRIALES;TOTAL;3289
Andalucía/Cádiz;TRACTORES INDUSTRIALES;Diesel;3289
Andalucía/Cádiz;TURISMOS;TOTAL;597843
Andalucía/Cádiz;TURISMOS;Biodiesel;2
Andalucía/Cádiz;TURISMOS;Biometano;1
Andalucía/Cádiz;TURISMOS;Butano;2
Andalucía/Cádiz;TURISMOS;Diesel;355351
Andalucía/Cádiz;TURISMOS;Eléctrico;582
Andalucía/Cádiz;TURISMOS;Etanol;1
Andalucía/Cádiz;TURISMOS;Gas Licuado de Petroleo;849
Andalucía/Cádiz;TURISMOS;Gas Natural Comprimido;63
Andalucía/Cádiz;TURISMOS;Gas Natural Licuado;1
Andalucía/Cádiz;TURISMOS;Gasolina;240976
Andalucía/Cádiz;TURISMOS;Hidrógeno;1
Andalucía/Cádiz;TURISMOS;Otros;8
Andalucía/Cádiz;TURISMOS;Sin especificar;6
Andalucía/Córdoba;AUTOBUSES;TOTAL;704
Andalucía/Córdoba;AUTOBUSES;Diesel;658
Andalucía/Córdoba;AUTOBUSES;Eléctrico;1
Andalucía/Córdoba;AUTOBUSES;Gas Natural Comprimido;43
Andalucía/Córdoba;AUTOBUSES;Gasolina;2
Andalucía/Córdoba;CAMIONES HASTA 3500kg;TOTAL;34219
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Diesel;33645
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Eléctrico;48
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;22
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gasolina;503
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;TOTAL;6503
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Diesel;6443
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;5
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gasolina;55
Andalucía/Córdoba;CICLOMOTORES;TOTAL;51067
Andalucía/Córdoba;CICLOMOTORES;Diesel;1628
Andalucía/Córdoba;CICLOMOTORES;Eléctrico;165
Andalucía/Córdoba;CICLOMOTORES;Gasolina;49271
Andalucía/Córdoba;CICLOMOTORES;Sin especificar;3
Andalucía/Córdoba;FURGONETAS;TOTAL;51674
Andalucía/Córdoba;FURGONETAS;Diesel;45538
Andalucía/Córdoba;FURGONETAS;Eléctrico;47
Andalucía/Córdoba;FURGONETAS;Gas Licuado de Petroleo;65
Andalucía/Córdoba;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Córdoba;FURGONETAS;Gasolina;6023
Andalucía/Córdoba;MOTOCICLETAS;TOTAL;59860
Andalucía/Córdoba;MOTOCICLETAS;Diesel;90
Andalucía/Córdoba;MOTOCICLETAS;Eléctrico;142
Andalucía/Córdoba;MOTOCICLETAS;Gas Licuado de Petroleo;2
Andalucía/Córdoba;MOTOCICLETAS;Gasolina;59622
Andalucía/Córdoba;MOTOCICLETAS;Sin especificar;4
Andalucía/Córdoba;OTROS VEHÍCULOS;TOTAL;8058
Andalucía/Córdoba;OTROS VEHÍCULOS;Diesel;5108
Andalucía/Córdoba;OTROS VEHÍCULOS;Eléctrico;94
Andalucía/Córdoba;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Córdoba;OTROS VEHÍCULOS;Gasolina;2646
Andalucía/Córdoba;OTROS VEHÍCULOS;Otros;6
Andalucía/Córdoba;OTROS VEHÍCULOS;Sin especificar;203
Andalucía/Córdoba;REMOLQUES;TOTAL;5385
Andalucía/Córdoba;REMOLQUES;Sin especificar;5385
Andalucía/Córdoba;SEMIRREMOLQUES;TOTAL;3818
Andalucía/Córdoba;SEMIRREMOLQUES;Sin especificar;3818
Andalucía/Córdoba;TRACTORES INDUSTRIALES;TOTAL;3489
Andalucía/Córdoba;TRACTORES INDUSTRIALES;Diesel;3489
Andalucía/Córdoba;TURISMOS;TOTAL;394037
Andalucía/Córdoba;TURISMOS;Biodiesel;1
Andalucía/Córdoba;TURISMOS;Butano;2
Andalucía/Córdoba;TURISMOS;Diesel;257135
Andalucía/Córdoba;TURISMOS;Eléctrico;407
Andalucía/Córdoba;TURISMOS;Gas Licuado de Petroleo;580
Andalucía/Córdoba;TURISMOS;Gas Natural Comprimido;28
Andalucía/Córdoba;TURISMOS;Gasolina;135867
Andalucía/Córdoba;TURISMOS;Otros;12
Andalucía/Córdoba;TURISMOS;Sin especificar;5
Andalucía/Granada;AUTOBUSES;TOTAL;1203
Andalucía/Granada;AUTOBUSES;Diesel;1200
Andalucía/Granada;AUTOBUSES;Gasolina;3
Andalucía/Granada;CAMIONES HASTA 3500kg;TOTAL;46906
Andalucía/Granada;CAMIONES HASTA 3500kg;Biometano;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Diesel;45949
Andalucía/Granada;CAMIONES HASTA 3500kg;Eléctrico;8
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;43
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Gasolina;904
Andalucía/Granada;CAMIONES MÁS DE 3500kg;TOTAL;6896
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Diesel;6823
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;5
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gasolina;65
Andalucía/Granada;CICLOMOTORES;TOTAL;68452
Andalucía/Granada;CICLOMOTORES;Diesel;1207
Andalucía/Granada;CICLOMOTORES;Eléctrico;217
Andalucía/Granada;CICLOMOTORES;Gasolina;67028
Andalucía/Granada;FURGONETAS;TOTAL;59745
Andalucía/Granada;FURGONETAS;Diesel;51186
Andalucía/Granada;FURGONETAS;Eléctrico;38
Andalucía/Granada;FURGONETAS;Gas Licuado de Petroleo;74
Andalucía/Granada;FURGONETAS;Gas Natural Comprimido;8
Andalucía/Granada;FURGONETAS;Gasolina;8435
Andalucía/Granada;FURGONETAS;Otros;4
Andalucía/Granada;MOTOCICLETAS;TOTAL;103905
Andalucía/Granada;MOTOCICLETAS;Diesel;111
Andalucía/Granada;MOTOCICLETAS;Eléctrico;288
Andalucía/Granada;MOTOCICLETAS;Gas Licuado de Petroleo;2
Andalucía/Granada;MOTOCICLETAS;Gasolina;103500
Andalucía/Granada;MOTOCICLETAS;Otros;3
Andalucía/Granada;MOTOCICLETAS;Sin especificar;1
Andalucía/Granada;OTROS VEHÍCULOS;TOTAL;9276
Andalucía/Granada;OTROS VEHÍCULOS;Butano;1
Andalucía/Granada;OTROS VEHÍCULOS;Diesel;6893
Andalucía/Granada;OTROS VEHÍCULOS;Eléctrico;42
Andalucía/Granada;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Granada;OTROS VEHÍCULOS;Gasolina;2150
Andalucía/Granada;OTROS VEHÍCULOS;Otros;10
Andalucía/Granada;OTROS VEHÍCULOS;Sin especificar;179
Andalucía/Granada;REMOLQUES;TOTAL;3337
Andalucía/Granada;REMOLQUES;Sin especificar;3337
Andalucía/Granada;SEMIRREMOLQUES;TOTAL;5134
Andalucía/Granada;SEMIRREMOLQUES;Sin especificar;5134
Andalucía/Granada;TRACTORES INDUSTRIALES;TOTAL;4488
Andalucía/Granada;TRACTORES INDUSTRIALES;Diesel;4488
Andalucía/Granada;TURISMOS;TOTAL;486010
Andalucía/Granada;TURISMOS;Biodiesel;6
Andalucía/Granada;TURISMOS;Butano;6
Andalucía/Granada;TURISMOS;Diesel;297432
Andalucía/Granada;TURISMOS;Eléctrico;588
Andalucía/Granada;TURISMOS;Gas Licuado de Petroleo;752
Andalucía/Granada;TURISMOS;Gas Natural Comprimido;62
Andalucía/Granada;TURISMOS;Gas Natural Licuado;1
Andalucía/Granada;TURISMOS;Gasolina;187140
Andalucía/Granada;TURISMOS;Hidrógeno;2
Andalucía/Granada;TURISMOS;Otros;17
Andalucía/Granada;TURISMOS;Sin especificar;4
Andalucía/Huelva;AUTOBUSES;TOTAL;774
Andalucía/Huelva;AUTOBUSES;Diesel;771
Andalucía/Huelva;AUTOBUSES;Gasolina;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;TOTAL;27170
Andalucía/Huelva;CAMIONES HASTA 3500kg;Diesel;26573
Andalucía/Huelva;CAMIONES HASTA 3500kg;Eléctrico;5
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;7
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gasolina;583
Andalucía/Huelva;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;TOTAL;3657
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Biometano;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Diesel;3635
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Gasolina;21
Andalucía/Huelva;CICLOMOTORES;TOTAL;30175
Andalucía/Huelva;CICLOMOTORES;Diesel;767
Andalucía/Huelva;CICLOMOTORES;Eléctrico;201
Andalucía/Huelva;CICLOMOTORES;Gasolina;29203
Andalucía/Huelva;CICLOMOTORES;Sin especificar;4
Andalucía/Huelva;FURGONETAS;TOTAL;21552
Andalucía/Huelva;FURGONETAS;Butano;1
Andalucía/Huelva;FURGONETAS;Diesel;18144
Andalucía/Huelva;FURGONETAS;Eléctrico;13
Andalucía/Huelva;FURGONETAS;Gas Licuado de Petroleo;10
Andalucía/Huelva;FURGONETAS;Gas Natural Comprimido;2
Andalucía/Huelva;FURGONETAS;Gasolina;3381
Andalucía/Huelva;FURGONETAS;Otros;1
Andalucía/Huelva;MOTOCICLETAS;TOTAL;31945
Andalucía/Huelva;MOTOCICLETAS;Diesel;68
Andalucía/Huelva;MOTOCICLETAS;Eléctrico;86
Andalucía/Huelva;MOTOCICLETAS;Gas Licuado de Petroleo;2
Andalucía/Huelva;MOTOCICLETAS;Gasolina;31787
Andalucía/Huelva;MOTOCICLETAS;Sin especificar;2
Andalucía/Huelva;OTROS VEHÍCULOS;TOTAL;5464
Andalucía/Huelva;OTROS VEHÍCULOS;Diesel;3324
Andalucía/Huelva;OTROS VEHÍCULOS;Eléctrico;32
Andalucía/Huelva;OTROS VEHÍCULOS;Gas Licuado de Petroleo;6
Andalucía/Huelva;OTROS VEHÍCULOS;Gasolina;2009
Andalucía/Huelva;OTROS VEHÍCULOS;Otros;2
Andalucía/Huelva;OTROS VEHÍCULOS;Sin especificar;89
Andalucía/Huelva;OTROS VEHÍCULOS;Solar;2
Andalucía/Huelva;REMOLQUES;TOTAL;3605
Andalucía/Huelva;REMOLQUES;Sin especificar;3605
Andalucía/Huelva;SEMIRREMOLQUES;TOTAL;2352
Andalucía/Huelva;SEMIRREMOLQUES;Sin especificar;2352
Andalucía/Huelva;TRACTORES INDUSTRIALES;TOTAL;2842
Andalucía/Huelva;TRACTORES INDUSTRIALES;Diesel;2842
Andalucía/Huelva;TURISMOS;TOTAL;266216
Andalucía/Huelva;TURISMOS;Butano;2
Andalucía/Huelva;TURISMOS;Diesel;169339
Andalucía/Huelva;TURISMOS;Eléctrico;221
Andalucía/Huelva;TURISMOS;Etanol;1
Andalucía/Huelva;TURISMOS;Gas Licuado de Petroleo;309
Andalucía/Huelva;TURISMOS;Gas Natural Comprimido;18
Andalucía/Huelva;TURISMOS;Gasolina;96318
Andalucía/Huelva;TURISMOS;Otros;6
Andalucía/Huelva;TURISMOS;Sin especificar;2
Andalucía/Jaén;AUTOBUSES;TOTAL;585
Andalucía/Jaén;AUTOBUSES;Biometano;1
Andalucía/Jaén;AUTOBUSES;Diesel;583
Andalucía/Jaén;AUTOBUSES;Gasolina;1
Andalucía/Jaén;CAMIONES HASTA 3500kg;TOTAL;38075
Andalucía/Jaén;CAMIONES HASTA 3500kg;Diesel;37399
Andalucía/Jaén;CAMIONES HASTA 3500kg;Eléctrico;30
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;23
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gasolina;620
Andalucía/Jaén;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;TOTAL;5268
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Diesel;5229
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;2
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gasolina;34
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Sin especificar;1
Andalucía/Jaén;CICLOMOTORES;TOTAL;40742
Andalucía/Jaén;CICLOMOTORES;Diesel;1713
Andalucía/Jaén;CICLOMOTORES;Eléctrico;126
Andalucía/Jaén;CICLOMOTORES;Gasolina;38900
Andalucía/Jaén;CICLOMOTORES;Sin especificar;3
Andalucía/Jaén;FURGONETAS;TOTAL;63974
Andalucía/Jaén;FURGONETAS;Diesel;57380
Andalucía/Jaén;FURGONETAS;Eléctrico;25
Andalucía/Jaén;FURGONETAS;Gas Licuado de Petroleo;81
Andalucía/Jaén;FURGONETAS;Gas Natural Comprimido;5
Andalucía/Jaén;FURGONETAS;Gasolina;6483
Andalucía/Jaén;MOTOCICLETAS;TOTAL;42710
Andalucía/Jaén;MOTOCICLETAS;Diesel;97
Andalucía/Jaén;MOTOCICLETAS;Eléctrico;291
Andalucía/Jaén;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Jaén;MOTOCICLETAS;Gasolina;42317
Andalucía/Jaén;MOTOCICLETAS;Otros;1
Andalucía/Jaén;MOTOCICLETAS;Sin especificar;3
Andalucía/Jaén;OTROS VEHÍCULOS;TOTAL;8554
Andalucía/Jaén;OTROS VEHÍCULOS;Diesel;5017
Andalucía/Jaén;OTROS VEHÍCULOS;Eléctrico;61
Andalucía/Jaén;OTROS VEHÍCULOS;Gas Licuado de Petroleo;3
Andalucía/Jaén;OTROS VEHÍCULOS;Gasolina;3254
Andalucía/Jaén;OTROS VEHÍCULOS;Otros;76
Andalucía/Jaén;OTROS VEHÍCULOS;Sin especificar;143
Andalucía/Jaén;REMOLQUES;TOTAL;4353
Andalucía/Jaén;REMOLQUES;Sin especificar;4353
Andalucía/Jaén;SEMIRREMOLQUES;TOTAL;3561
Andalucía/Jaén;SEMIRREMOLQUES;Sin especificar;3561
Andalucía/Jaén;TRACTORES INDUSTRIALES;TOTAL;3402
Andalucía/Jaén;TRACTORES INDUSTRIALES;Diesel;3402
Andalucía/Jaén;TURISMOS;TOTAL;307441
Andalucía/Jaén;TURISMOS;Biodiesel;2
Andalucía/Jaén;TURISMOS;Biometano;1
Andalucía/Jaén;TURISMOS;Butano;1
Andalucía/Jaén;TURISMOS;Diesel;208684
Andalucía/Jaén;TURISMOS;Eléctrico;220
Andalucía/Jaén;TURISMOS;Etanol;1
Andalucía/Jaén;TURISMOS;Gas Licuado de Petroleo;427
Andalucía/Jaén;TURISMOS;Gas Natural Comprimido;21
Andalucía/Jaén;TURISMOS;Gasolina;98079
Andalucía/Jaén;TURISMOS;Otros;5
Andalucía/Málaga;AUTOBUSES;TOTAL;1854
Andalucía/Málaga;AUTOBUSES;Diesel;1845
Andalucía/Málaga;AUTOBUSES;Eléctrico;1
Andalucía/Málaga;AUTOBUSES;Gas Natural Comprimido;4
Andalucía/Málaga;AUTOBUSES;Gasolina;3
Andalucía/Málaga;AUTOBUSES;Otros;1
Andalucía/Málaga;CAMIONES HASTA 3500kg;TOTAL;72820
