Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: AUTOBUSES, CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, CUATRICICLOS LIGEROS, FURGONETAS, MOTOCICLETAS, OTROS VEHÍCULOS, REMOLQUES, SEMIRREMOLQUES, TRACTORES INDUSTRIALES, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Andalucía/Cádiz;AUTOBUSES;Gasolina;1
Andalucía/Cádiz;CAMIONES HASTA 3500kg;TOTAL;47813
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Diesel;46774
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Eléctrico;27
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;23
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gas Natural Comprimido;7
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Gasolina;980
Andalucía/Cádiz;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;TOTAL;5718
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Diesel;5661
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Eléctrico;4
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;14
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gasolina;36
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Otros;1
Andalucía/Cádiz;CICLOMOTORES;TOTAL;103277
Andalucía/Cádiz;CICLOMOTORES;Diesel;2485
Andalucía/Cádiz;CICLOMOTORES;Eléctrico;437
Andalucía/Cádiz;CICLOMOTORES;Gasolina;100353
Andalucía/Cádiz;CICLOMOTORES;Sin especificar;2
Andalucía/Cádiz;FURGONETAS;TOTAL;39634
Andalucía/Cádiz;FURGONETAS;Biodiesel;1
Andalucía/Cádiz;FURGONETAS;Diesel;33475
Andalucía/Cádiz;FURGONETAS;Eléctrico;41
Andalucía/Cádiz;FURGONETAS;Gas Licuado de Petroleo;35
Andalucía/Cádiz;FURGONETAS;Gas Natural Comprimido;4
Andalucía/Cádiz;FURGONETAS;Gasolina;6077
Andalucía/Cádiz;FURGONETAS;Otros;1
Andalucía/Cádiz;MOTOCICLETAS;TOTAL;114246
Andalucía/Cádiz;MOTOCICLETAS;Diesel;116
Andalucía/Cádiz;MOTOCICLETAS;Eléctrico;1758
Andalucía/Cádiz;MOTOCICLETAS;Gas Licuado de Petroleo;8
Andalucía/Cádiz;MOTOCICLETAS;Gasolina;112352
Andalucía/Cádiz;MOTOCICLETAS;Otros;2
Andalucía/Cádiz;MOTOCICLETAS;Sin especificar;10
Andalucía/Cádiz;OTROS VEHÍCULOS;TOTAL;10278
Andalucía/Cádiz;OTROS VEHÍCULOS;Diesel;7105
Andalucía/Cádiz;OTROS VEHÍCULOS;Eléctrico;52
Andalucía/Cádiz;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Cádiz;OTROS VEHÍCULOS;Gasolina;2912
Andalucía/Cádiz;OTROS VEHÍCULOS;Otros;2
Andalucía/Cádiz;OTROS VEHÍCULOS;Sin especificar;204
Andalucía/Cádiz;OTROS VEHÍCULOS;Solar;2
Andalucía/Cádiz;REMOLQUES;TOTAL;3764
Andalucía/Cádiz;REMOLQUES;Sin especificar;3764
Andalucía/Cádiz;SEMIRREMOLQUES;TOTAL;4281
Andalucía/Cádiz;SEMIRREMOLQUES;Sin especificar;4281
Andalucía/Cádiz;TRACTORES INDUSTRIALES;TOTAL;3192
Andalucía/Cádiz;TRACTORES INDUSTRIALES;Diesel;3192
Andalucía/Cádiz;TURISMOS;TOTAL;594046
Andalucía/Cádiz;TURISMOS;Biodiesel;2
Andalucía/Cádiz;TURISMOS;Biometano;1
Andalucía/Cádiz;TURISMOS;Butano;2
Andalucía/Cádiz;TURISMOS;Diesel;354976
Andalucía/Cádiz;TURISMOS;Eléctrico;409
Andalucía/Cádiz;TURISMOS;Etanol;1
Andalucía/Cádiz;TURISMOS;Gas Licuado de Petroleo;586
Andalucía/Cádiz;TURISMOS;Gas Natural Comprimido;69
Andalucía/Cádiz;TURISMOS;Gasolina;237986
Andalucía/Cádiz;TURISMOS;Hidrógeno;1
Andalucía/Cádiz;TURISMOS;Otros;8
Andalucía/Cádiz;TURISMOS;Sin especificar;5
Andalucía/Córdoba;AUTOBUSES;TOTAL;708
Andalucía/Córdoba;AUTOBUSES;Diesel;661
Andalucía/Córdoba;AUTOBUSES;Eléctrico;2
Andalucía/Córdoba;AUTOBUSES;Gas Natural Comprimido;43
Andalucía/Córdoba;AUTOBUSES;Gasolina;2
Andalucía/Córdoba;CAMIONES HASTA 3500kg;TOTAL;34450
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Diesel;33889
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Eléctrico;38
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;15
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gasolina;507
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;TOTAL;6523
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Diesel;6463
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;5
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gasolina;55
Andalucía/Córdoba;CICLOMOTORES;TOTAL;51363
Andalucía/Córdoba;CICLOMOTORES;Diesel;1586
Andalucía/Córdoba;CICLOMOTORES;Eléctrico;132
Andalucía/Córdoba;CICLOMOTORES;Gasolina;49642
Andalucía/Córdoba;CICLOMOTORES;Sin especificar;3
Andalucía/Córdoba;FURGONETAS;TOTAL;51556
Andalucía/Córdoba;FURGONETAS;Diesel;45370
Andalucía/Córdoba;FURGONETAS;Eléctrico;33
Andalucía/Córdoba;FURGONETAS;Gas Licuado de Petroleo;54
Andalucía/Córdoba;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Córdoba;FURGONETAS;Gasolina;6097
Andalucía/Córdoba;FURGONETAS;Otros;1
Andalucía/Córdoba;MOTOCICLETAS;TOTAL;58426
Andalucía/Córdoba;MOTOCICLETAS;Diesel;81
Andalucía/Córdoba;MOTOCICLETAS;Eléctrico;87
Andalucía/Córdoba;MOTOCICLETAS;Gas Licuado de Petroleo;4
Andalucía/Córdoba;MOTOCICLETAS;Gasolina;58250
Andalucía/Córdoba;MOTOCICLETAS;Sin especificar;4
Andalucía/Córdoba;OTROS VEHÍCULOS;TOTAL;7868
Andalucía/Córdoba;OTROS VEHÍCULOS;Diesel;4969
Andalucía/Córdoba;OTROS VEHÍCULOS;Eléctrico;87
Andalucía/Córdoba;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Córdoba;OTROS VEHÍCULOS;Gasolina;2600
Andalucía/Córdoba;OTROS VEHÍCULOS;Otros;6
Andalucía/Córdoba;OTROS VEHÍCULOS;Sin especificar;205
Andalucía/Córdoba;REMOLQUES;TOTAL;5262
Andalucía/Córdoba;REMOLQUES;Sin especificar;5262
Andalucía/Córdoba;SEMIRREMOLQUES;TOTAL;3803
Andalucía/Córdoba;SEMIRREMOLQUES;Sin especificar;3803
Andalucía/Córdoba;TRACTORES INDUSTRIALES;TOTAL;3500
Andalucía/Córdoba;TRACTORES INDUSTRIALES;Diesel;3500
Andalucía/Córdoba;TURISMOS;TOTAL;391962
Andalucía/Córdoba;TURISMOS;Biodiesel;1
Andalucía/Córdoba;TURISMOS;Butano;2
Andalucía/Córdoba;TURISMOS;Diesel;256142
Andalucía/Córdoba;TURISMOS;Eléctrico;277
Andalucía/Córdoba;TURISMOS;Gas Licuado de Petroleo;447
Andalucía/Córdoba;TURISMOS;Gas Natural Comprimido;22
Andalucía/Córdoba;TURISMOS;Gasolina;135053
Andalucía/Córdoba;TURISMOS;Otros;13
Andalucía/Córdoba;TURISMOS;Sin especificar;5
Andalucía/Granada;AUTOBUSES;TOTAL;1200
Andalucía/Granada;AUTOBUSES;Diesel;1197
Andalucía/Granada;AUTOBUSES;Gasolina;3
Andalucía/Granada;CAMIONES HASTA 3500kg;TOTAL;47018
Andalucía/Granada;CAMIONES HASTA 3500kg;Biometano;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Diesel;46071
Andalucía/Granada;CAMIONES HASTA 3500kg;Eléctrico;7
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;32
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Gasolina;906
Andalucía/Granada;CAMIONES MÁS DE 3500kg;TOTAL;6815
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Diesel;6744
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;3
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gasolina;65
Andalucía/Granada;CICLOMOTORES;TOTAL;69026
Andalucía/Granada;CICLOMOTORES;Diesel;1171
Andalucía/Granada;CICLOMOTORES;Eléctrico;179
Andalucía/Granada;CICLOMOTORES;Gasolina;67676
Andalucía/Granada;FURGONETAS;TOTAL;59449
Andalucía/Granada;FURGONETAS;Diesel;50853
Andalucía/Granada;FURGONETAS;Eléctrico;35
Andalucía/Granada;FURGONETAS;Gas Licuado de Petroleo;64
Andalucía/Granada;FURGONETAS;Gas Natural Comprimido;6
Andalucía/Granada;FURGONETAS;Gasolina;8487
Andalucía/Granada;FURGONETAS;Otros;4
Andalucía/Granada;MOTOCICLETAS;TOTAL;101897
Andalucía/Granada;MOTOCICLETAS;Diesel;101
Andalucía/Granada;MOTOCICLETAS;Eléctrico;226
Andalucía/Granada;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Granada;MOTOCICLETAS;Gasolina;101568
Andalucía/Granada;MOTOCICLETAS;Otros;1
Andalucía/Granada;OTROS VEHÍCULOS;TOTAL;9067
Andalucía/Granada;OTROS VEHÍCULOS;Butano;1
Andalucía/Granada;OTROS VEHÍCULOS;Diesel;6706
Andalucía/Granada;OTROS VEHÍCULOS;Eléctrico;40
Andalucía/Granada;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Granada;OTROS VEHÍCULOS;Gasolina;2130
Andalucía/Granada;OTROS VEHÍCULOS;Otros;9
Andalucía/Granada;OTROS VEHÍCULOS;Sin especificar;180
Andalucía/Granada;REMOLQUES;TOTAL;3233
Andalucía/Granada;REMOLQUES;Sin especificar;3233
Andalucía/Granada;SEMIRREMOLQUES;TOTAL;4997
Andalucía/Granada;SEMIRREMOLQUES;Sin especificar;4997
Andalucía/Granada;TRACTORES INDUSTRIALES;TOTAL;4381
Andalucía/Granada;TRACTORES INDUSTRIALES;Diesel;4381
Andalucía/Granada;TURISMOS;TOTAL;483673
Andalucía/Granada;TURISMOS;Biodiesel;6
Andalucía/Granada;TURISMOS;Butano;4
Andalucía/Granada;TURISMOS;Diesel;297353
Andalucía/Granada;TURISMOS;Eléctrico;418
Andalucía/Granada;TURISMOS;Gas Licuado de Petroleo;564
Andalucía/Granada;TURISMOS;Gas Natural Comprimido;57
Andalucía/Granada;TURISMOS;Gas Natural Licuado;1
Andalucía/Granada;TURISMOS;Gasolina;185249
Andalucía/Granada;TURISMOS;Hidrógeno;1
Andalucía/Granada;TURISMOS;Otros;18
Andalucía/Granada;TURISMOS;Sin especificar;2
Andalucía/Huelva;AUTOBUSES;TOTAL;764
Andalucía/Huelva;AUTOBUSES;Diesel;761
Andalucía/Huelva;AUTOBUSES;Gasolina;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;TOTAL;27553
Andalucía/Huelva;CAMIONES HASTA 3500kg;Diesel;26939
Andalucía/Huelva;CAMIONES HASTA 3500kg;Eléctrico;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;7
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gasolina;602
Andalucía/Huelva;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;TOTAL;3630
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Biometano;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Diesel;3607
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Gasolina;22
Andalucía/Huelva;CICLOMOTORES;TOTAL;30324
Andalucía/Huelva;CICLOMOTORES;Diesel;775
Andalucía/Huelva;CICLOMOTORES;Eléctrico;161
Andalucía/Huelva;CICLOMOTORES;Gasolina;29386
Andalucía/Huelva;CICLOMOTORES;Sin especificar;2
Andalucía/Huelva;FURGONETAS;TOTAL;21144
Andalucía/Huelva;FURGONETAS;Butano;1
Andalucía/Huelva;FURGONETAS;Diesel;17736
Andalucía/Huelva;FURGONETAS;Eléctrico;11
Andalucía/Huelva;FURGONETAS;Gas Licuado de Petroleo;8
Andalucía/Huelva;FURGONETAS;Gas Natural Comprimido;2
Andalucía/Huelva;FURGONETAS;Gasolina;3385
Andalucía/Huelva;FURGONETAS;Otros;1
Andalucía/Huelva;MOTOCICLETAS;TOTAL;30823
Andalucía/Huelva;MOTOCICLETAS;Diesel;66
Andalucía/Huelva;MOTOCICLETAS;Eléctrico;65
Andalucía/Huelva;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Huelva;MOTOCICLETAS;Gasolina;30687
Andalucía/Huelva;MOTOCICLETAS;Sin especificar;2
Andalucía/Huelva;OTROS VEHÍCULOS;TOTAL;5272
Andalucía/Huelva;OTROS VEHÍCULOS;Diesel;3188
Andalucía/Huelva;OTROS VEHÍCULOS;Eléctrico;29
Andalucía/Huelva;OTROS VEHÍCULOS;Gas Licuado de Petroleo;6
Andalucía/Huelva;OTROS VEHÍCULOS;Gasolina;1958
Andalucía/Huelva;OTROS VEHÍCULOS;Otros;2
Andalucía/Huelva;OTROS VEHÍCULOS;Sin especificar;87
Andalucía/Huelva;OTROS VEHÍCULOS;Solar;2
Andalucía/Huelva;REMOLQUES;TOTAL;3449
Andalucía/Huelva;REMOLQUES;Sin especificar;3449
Andalucía/Huelva;SEMIRREMOLQUES;TOTAL;2364
Andalucía/Huelva;SEMIRREMOLQUES;Sin especificar;2364
Andalucía/Huelva;TRACTORES INDUSTRIALES;TOTAL;2786
Andalucía/Huelva;TRACTORES INDUSTRIALES;Diesel;2786
Andalucía/Huelva;TURISMOS;TOTAL;264063
Andalucía/Huelva;TURISMOS;Butano;3
Andalucía/Huelva;TURISMOS;Diesel;168221
Andalucía/Huelva;TURISMOS;Eléctrico;146
Andalucía/Huelva;TURISMOS;Etanol;1
Andalucía/Huelva;TURISMOS;Gas Licuado de Petroleo;235
Andalucía/Huelva;TURISMOS;Gas Natural Comprimido;14
Andalucía/Huelva;TURISMOS;Gasolina;95434
Andalucía/Huelva;TURISMOS;Otros;7
Andalucía/Huelva;TURISMOS;Sin especificar;2
Andalucía/Jaén;AUTOBUSES;TOTAL;558
Andalucía/Jaén;AUTOBUSES;Biometano;1
Andalucía/Jaén;AUTOBUSES;Diesel;557
Andalucía/Jaén;CAMIONES HASTA 3500kg;TOTAL;38382
Andalucía/Jaén;CAMIONES HASTA 3500kg;Diesel;37705
Andalucía/Jaén;CAMIONES HASTA 3500kg;Eléctrico;29
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;22
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gasolina;623
Andalucía/Jaén;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;TOTAL;5264
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Diesel;5226
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gasolina;34
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Sin especificar;1
Andalucía/Jaén;CICLOMOTORES;TOTAL;41166
Andalucía/Jaén;CICLOMOTORES;Diesel;1718
Andalucía/Jaén;CICLOMOTORES;Eléctrico;118
Andalucía/Jaén;CICLOMOTORES;Gasolina;39327
Andalucía/Jaén;CICLOMOTORES;Sin especificar;3
Andalucía/Jaén;FURGONETAS;TOTAL;63955
Andalucía/Jaén;FURGONETAS;Diesel;57246
Andalucía/Jaén;FURGONETAS;Eléctrico;24
Andalucía/Jaén;FURGONETAS;Gas Licuado de Petroleo;75
Andalucía/Jaén;FURGONETAS;Gas Natural Comprimido;5
Andalucía/Jaén;FURGONETAS;Gasolina;6605
Andalucía/Jaén;MOTOCICLETAS;TOTAL;41741
Andalucía/Jaén;MOTOCICLETAS;Diesel;92
Andalucía/Jaén;MOTOCICLETAS;Eléctrico;268
Andalucía/Jaén;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Jaén;MOTOCICLETAS;Gasolina;41376
Andalucía/Jaén;MOTOCICLETAS;Otros;1
Andalucía/Jaén;MOTOCICLETAS;Sin especificar;3
Andalucía/Jaén;OTROS VEHÍCULOS;TOTAL;8525
Andalucía/Jaén;OTROS VEHÍCULOS;Biometano;1
Andalucía/Jaén;OTROS VEHÍCULOS;Diesel;4948
Andalucía/Jaén;OTROS VEHÍCULOS;Eléctrico;57
Andalucía/Jaén;OTROS VEHÍCULOS;Gas Licuado de Petroleo;4
Andalucía/Jaén;OTROS VEHÍCULOS;Gasolina;3295
Andalucía/Jaén;OTROS VEHÍCULOS;Otros;77
Andalucía/Jaén;OTROS VEHÍCULOS;Sin especificar;143
Andalucía/Jaén;REMOLQUES;TOTAL;4212
Andalucía/Jaén;REMOLQUES;Sin especificar;4212
Andalucía/Jaén;SEMIRREMOLQUES;TOTAL;3545
Andalucía/Jaén;SEMIRREMOLQUES;Sin especificar;3545
Andalucía/Jaén;TRACTORES INDUSTRIALES;TOTAL;3365
Andalucía/Jaén;TRACTORES INDUSTRIALES;Diesel;3365
Andalucía/Jaén;TURISMOS;TOTAL;305523
Andalucía/Jaén;TURISMOS;Biodiesel;2
Andalucía/Jaén;TURISMOS;Biometano;1
Andalucía/Jaén;TURISMOS;Butano;1
Andalucía/Jaén;TURISMOS;Diesel;207687
Andalucía/Jaén;TURISMOS;Eléctrico;164
Andalucía/Jaén;TURISMOS;Etanol;1
Andalucía/Jaén;TURISMOS;Gas Licuado de Petroleo;337
Andalucía/Jaén;TURISMOS;Gas Natural Comprimido;21
Andalucía/Jaén;TURISMOS;Gasolina;97302
Andalucía/Jaén;TURISMOS;Otros;6
Andalucía/Jaén;TURISMOS;Sin especificar;1
Andalucía/Málaga;AUTOBUSES;TOTAL;1783
Andalucía/Málaga;AUTOBUSES;Diesel;1774
Andalucía/Málaga;AUTOBUSES;Eléctrico;1
Andalucía/Málaga;AUTOBUSES;Gas Natural Comprimido;4
Andalucía/Málaga;AUTOBUSES;Gasolina;3
Andalucía/Málaga;AUTOBUSES;Otros;1
Andalucía/Málaga;CAMIONES HASTA 3500kg;TOTAL;73335
