Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: AUTOBUSES, CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, CUATRICICLOS LIGEROS, FURGONETAS, MOTOCICLETAS, OTROS VEHÍCULOS, REMOLQUES, SEMIRREMOLQUES, TRACTORES INDUSTRIALES, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Eléctrico;37
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;10
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gasolina;511
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;TOTAL;6516
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Diesel;6457
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;5
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gasolina;54
Andalucía/Córdoba;CICLOMOTORES;TOTAL;51461
Andalucía/Córdoba;CICLOMOTORES;Diesel;1582
Andalucía/Córdoba;CICLOMOTORES;Eléctrico;126
Andalucía/Córdoba;CICLOMOTORES;Gasolina;49750
Andalucía/Córdoba;CICLOMOTORES;Sin especificar;3
Andalucía/Córdoba;FURGONETAS;TOTAL;51412
Andalucía/Córdoba;FURGONETAS;Diesel;45241
Andalucía/Córdoba;FURGONETAS;Eléctrico;33
Andalucía/Córdoba;FURGONETAS;Gas Licuado de Petroleo;42
Andalucía/Córdoba;FURGONETAS;Gas Natural Comprimido;1
Andalucía/Córdoba;FURGONETAS;Gasolina;6094
Andalucía/Córdoba;FURGONETAS;Otros;1
Andalucía/Córdoba;MOTOCICLETAS;TOTAL;58076
Andalucía/Córdoba;MOTOCICLETAS;Diesel;80
Andalucía/Córdoba;MOTOCICLETAS;Eléctrico;75
Andalucía/Córdoba;MOTOCICLETAS;Gas Licuado de Petroleo;4
Andalucía/Córdoba;MOTOCICLETAS;Gasolina;57913
Andalucía/Córdoba;MOTOCICLETAS;Sin especificar;4
Andalucía/Córdoba;OTROS VEHÍCULOS;TOTAL;7774
Andalucía/Córdoba;OTROS VEHÍCULOS;Diesel;4895
Andalucía/Córdoba;OTROS VEHÍCULOS;Eléctrico;82
Andalucía/Córdoba;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Córdoba;OTROS VEHÍCULOS;Gasolina;2588
Andalucía/Córdoba;OTROS VEHÍCULOS;Otros;6
Andalucía/Córdoba;OTROS VEHÍCULOS;Sin especificar;202
Andalucía/Córdoba;REMOLQUES;TOTAL;5228
Andalucía/Córdoba;REMOLQUES;Sin especificar;5228
Andalucía/Córdoba;SEMIRREMOLQUES;TOTAL;3792
Andalucía/Córdoba;SEMIRREMOLQUES;Sin especificar;3792
Andalucía/Córdoba;TRACTORES INDUSTRIALES;TOTAL;3480
Andalucía/Córdoba;TRACTORES INDUSTRIALES;Diesel;3480
Andalucía/Córdoba;TURISMOS;TOTAL;390623
Andalucía/Córdoba;TURISMOS;Biodiesel;1
Andalucía/Córdoba;TURISMOS;Butano;2
Andalucía/Córdoba;TURISMOS;Diesel;255424
Andalucía/Córdoba;TURISMOS;Eléctrico;254
Andalucía/Córdoba;TURISMOS;Gas Licuado de Petroleo;438
Andalucía/Córdoba;TURISMOS;Gas Natural Comprimido;21
Andalucía/Córdoba;TURISMOS;Gasolina;134465
Andalucía/Córdoba;TURISMOS;Otros;13
Andalucía/Córdoba;TURISMOS;Sin especificar;5
Andalucía/Granada;AUTOBUSES;TOTAL;1198
Andalucía/Granada;AUTOBUSES;Diesel;1195
Andalucía/Granada;AUTOBUSES;Gasolina;3
Andalucía/Granada;CAMIONES HASTA 3500kg;TOTAL;46876
Andalucía/Granada;CAMIONES HASTA 3500kg;Biometano;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Diesel;45940
Andalucía/Granada;CAMIONES HASTA 3500kg;Eléctrico;7
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;21
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Gasolina;906
Andalucía/Granada;CAMIONES MÁS DE 3500kg;TOTAL;6792
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Diesel;6721
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;3
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gasolina;65
Andalucía/Granada;CICLOMOTORES;TOTAL;69150
Andalucía/Granada;CICLOMOTORES;Diesel;1154
Andalucía/Granada;CICLOMOTORES;Eléctrico;170
Andalucía/Granada;CICLOMOTORES;Gasolina;67826
Andalucía/Granada;FURGONETAS;TOTAL;59265
Andalucía/Granada;FURGONETAS;Diesel;50679
Andalucía/Granada;FURGONETAS;Eléctrico;32
Andalucía/Granada;FURGONETAS;Gas Licuado de Petroleo;59
Andalucía/Granada;FURGONETAS;Gas Natural Comprimido;6
Andalucía/Granada;FURGONETAS;Gasolina;8485
Andalucía/Granada;FURGONETAS;Otros;4
Andalucía/Granada;MOTOCICLETAS;TOTAL;101195
Andalucía/Granada;MOTOCICLETAS;Diesel;96
Andalucía/Granada;MOTOCICLETAS;Eléctrico;207
Andalucía/Granada;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Granada;MOTOCICLETAS;Gasolina;100889
Andalucía/Granada;MOTOCICLETAS;Otros;1
Andalucía/Granada;MOTOCICLETAS;Sin especificar;1
Andalucía/Granada;OTROS VEHÍCULOS;TOTAL;9001
Andalucía/Granada;OTROS VEHÍCULOS;Butano;1
Andalucía/Granada;OTROS VEHÍCULOS;Diesel;6642
Andalucía/Granada;OTROS VEHÍCULOS;Eléctrico;40
Andalucía/Granada;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Granada;OTROS VEHÍCULOS;Gasolina;2127
Andalucía/Granada;OTROS VEHÍCULOS;Otros;9
Andalucía/Granada;OTROS VEHÍCULOS;Sin especificar;181
Andalucía/Granada;REMOLQUES;TOTAL;3210
Andalucía/Granada;REMOLQUES;Sin especificar;3210
Andalucía/Granada;SEMIRREMOLQUES;TOTAL;4968
Andalucía/Granada;SEMIRREMOLQUES;Sin especificar;4968
Andalucía/Granada;TRACTORES INDUSTRIALES;TOTAL;4378
Andalucía/Granada;TRACTORES INDUSTRIALES;Diesel;4378
Andalucía/Granada;TURISMOS;TOTAL;482161
Andalucía/Granada;TURISMOS;Biodiesel;6
Andalucía/Granada;TURISMOS;Butano;4
Andalucía/Granada;TURISMOS;Diesel;296705
Andalucía/Granada;TURISMOS;Eléctrico;368
Andalucía/Granada;TURISMOS;Gas Licuado de Petroleo;535
Andalucía/Granada;TURISMOS;Gas Natural Comprimido;52
Andalucía/Granada;TURISMOS;Gas Natural Licuado;1
Andalucía/Granada;TURISMOS;Gasolina;184469
Andalucía/Granada;TURISMOS;Hidrógeno;1
Andalucía/Granada;TURISMOS;Otros;18
Andalucía/Granada;TURISMOS;Sin especificar;2
Andalucía/Huelva;AUTOBUSES;TOTAL;754
Andalucía/Huelva;AUTOBUSES;Diesel;751
Andalucía/Huelva;AUTOBUSES;Gasolina;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;TOTAL;27605
Andalucía/Huelva;CAMIONES HASTA 3500kg;Diesel;26984
Andalucía/Huelva;CAMIONES HASTA 3500kg;Eléctrico;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;6
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gasolina;610
Andalucía/Huelva;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;TOTAL;3623
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Biometano;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Diesel;3600
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Gasolina;22
Andalucía/Huelva;CICLOMOTORES;TOTAL;30316
Andalucía/Huelva;CICLOMOTORES;Diesel;770
Andalucía/Huelva;CICLOMOTORES;Eléctrico;155
Andalucía/Huelva;CICLOMOTORES;Gasolina;29389
Andalucía/Huelva;CICLOMOTORES;Sin especificar;2
Andalucía/Huelva;FURGONETAS;TOTAL;20989
Andalucía/Huelva;FURGONETAS;Butano;1
Andalucía/Huelva;FURGONETAS;Diesel;17580
Andalucía/Huelva;FURGONETAS;Eléctrico;10
Andalucía/Huelva;FURGONETAS;Gas Licuado de Petroleo;8
Andalucía/Huelva;FURGONETAS;Gas Natural Comprimido;2
Andalucía/Huelva;FURGONETAS;Gasolina;3387
Andalucía/Huelva;FURGONETAS;Otros;1
Andalucía/Huelva;MOTOCICLETAS;TOTAL;30515
Andalucía/Huelva;MOTOCICLETAS;Diesel;63
Andalucía/Huelva;MOTOCICLETAS;Eléctrico;60
Andalucía/Huelva;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Huelva;MOTOCICLETAS;Gasolina;30387
Andalucía/Huelva;MOTOCICLETAS;Sin especificar;2
Andalucía/Huelva;OTROS VEHÍCULOS;TOTAL;5223
Andalucía/Huelva;OTROS VEHÍCULOS;Diesel;3148
Andalucía/Huelva;OTROS VEHÍCULOS;Eléctrico;27
Andalucía/Huelva;OTROS VEHÍCULOS;Gas Licuado de Petroleo;3
Andalucía/Huelva;OTROS VEHÍCULOS;Gasolina;1953
Andalucía/Huelva;OTROS VEHÍCULOS;Otros;2
Andalucía/Huelva;OTROS VEHÍCULOS;Sin especificar;88
Andalucía/Huelva;OTROS VEHÍCULOS;Solar;2
Andalucía/Huelva;REMOLQUES;TOTAL;3406
Andalucía/Huelva;REMOLQUES;Sin especificar;3406
Andalucía/Huelva;SEMIRREMOLQUES;TOTAL;2360
Andalucía/Huelva;SEMIRREMOLQUES;Sin especificar;2360
Andalucía/Huelva;TRACTORES INDUSTRIALES;TOTAL;2791
Andalucía/Huelva;TRACTORES INDUSTRIALES;Diesel;2791
Andalucía/Huelva;TURISMOS;TOTAL;263116
Andalucía/Huelva;TURISMOS;Butano;3
Andalucía/Huelva;TURISMOS;Diesel;167762
Andalucía/Huelva;TURISMOS;Eléctrico;130
Andalucía/Huelva;TURISMOS;Etanol;1
Andalucía/Huelva;TURISMOS;Gas Licuado de Petroleo;223
Andalucía/Huelva;TURISMOS;Gas Natural Comprimido;13
Andalucía/Huelva;TURISMOS;Gasolina;94975
Andalucía/Huelva;TURISMOS;Otros;7
Andalucía/Huelva;TURISMOS;Sin especificar;2
Andalucía/Jaén;AUTOBUSES;TOTAL;554
Andalucía/Jaén;AUTOBUSES;Biometano;1
Andalucía/Jaén;AUTOBUSES;Diesel;553
Andalucía/Jaén;CAMIONES HASTA 3500kg;TOTAL;38360
Andalucía/Jaén;CAMIONES HASTA 3500kg;Diesel;37689
Andalucía/Jaén;CAMIONES HASTA 3500kg;Eléctrico;29
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;15
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gasolina;624
Andalucía/Jaén;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;TOTAL;5266
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Diesel;5227
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gasolina;35
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Sin especificar;1
Andalucía/Jaén;CICLOMOTORES;TOTAL;41272
Andalucía/Jaén;CICLOMOTORES;Diesel;1714
Andalucía/Jaén;CICLOMOTORES;Eléctrico;111
Andalucía/Jaén;CICLOMOTORES;Gasolina;39444
Andalucía/Jaén;CICLOMOTORES;Sin especificar;3
Andalucía/Jaén;FURGONETAS;TOTAL;63884
Andalucía/Jaén;FURGONETAS;Diesel;57145
Andalucía/Jaén;FURGONETAS;Eléctrico;23
Andalucía/Jaén;FURGONETAS;Gas Licuado de Petroleo;74
Andalucía/Jaén;FURGONETAS;Gas Natural Comprimido;5
Andalucía/Jaén;FURGONETAS;Gasolina;6637
Andalucía/Jaén;MOTOCICLETAS;TOTAL;41370
Andalucía/Jaén;MOTOCICLETAS;Diesel;90
Andalucía/Jaén;MOTOCICLETAS;Eléctrico;258
Andalucía/Jaén;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Jaén;MOTOCICLETAS;Gasolina;41018
Andalucía/Jaén;MOTOCICLETAS;Otros;1
Andalucía/Jaén;MOTOCICLETAS;Sin especificar;2
Andalucía/Jaén;OTROS VEHÍCULOS;TOTAL;8516
Andalucía/Jaén;OTROS VEHÍCULOS;Biometano;1
Andalucía/Jaén;OTROS VEHÍCULOS;Diesel;4944
Andalucía/Jaén;OTROS VEHÍCULOS;Eléctrico;55
Andalucía/Jaén;OTROS VEHÍCULOS;Gas Licuado de Petroleo;3
Andalucía/Jaén;OTROS VEHÍCULOS;Gasolina;3294
Andalucía/Jaén;OTROS VEHÍCULOS;Otros;77
Andalucía/Jaén;OTROS VEHÍCULOS;Sin especificar;142
Andalucía/Jaén;REMOLQUES;TOTAL;4190
Andalucía/Jaén;REMOLQUES;Sin especificar;4190
Andalucía/Jaén;SEMIRREMOLQUES;TOTAL;3544
Andalucía/Jaén;SEMIRREMOLQUES;Sin especificar;3544
Andalucía/Jaén;TRACTORES INDUSTRIALES;TOTAL;3402
Andalucía/Jaén;TRACTORES INDUSTRIALES;Diesel;3402
Andalucía/Jaén;TURISMOS;TOTAL;304582
Andalucía/Jaén;TURISMOS;Biodiesel;2
Andalucía/Jaén;TURISMOS;Biometano;1
Andalucía/Jaén;TURISMOS;Butano;1
Andalucía/Jaén;TURISMOS;Diesel;207100
Andalucía/Jaén;TURISMOS;Eléctrico;146
Andalucía/Jaén;TURISMOS;Etanol;1
Andalucía/Jaén;TURISMOS;Gas Licuado de Petroleo;327
Andalucía/Jaén;TURISMOS;Gas Natural Comprimido;18
Andalucía/Jaén;TURISMOS;Gasolina;96979
Andalucía/Jaén;TURISMOS;Otros;6
Andalucía/Jaén;TURISMOS;Sin especificar;1
Andalucía/Málaga;AUTOBUSES;TOTAL;1782
Andalucía/Málaga;AUTOBUSES;Diesel;1773
Andalucía/Málaga;AUTOBUSES;Eléctrico;1
Andalucía/Málaga;AUTOBUSES;Gas Natural Comprimido;4
Andalucía/Málaga;AUTOBUSES;Gasolina;3
Andalucía/Málaga;AUTOBUSES;Otros;1
Andalucía/Málaga;CAMIONES HASTA 3500kg;TOTAL;73440
